# Pathway	28-7A-1-1_Abundance
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Blautia.s__Blautia_wexlerae	0.8805379528
PWY-6629: superpathway of L-tryptophan biosynthesis	1014.7392087028
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Blautia.s__Ruminococcus_torques	72.5158659690
PWY-6629: superpathway of L-tryptophan biosynthesis|unclassified	52.0822987685
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Blautia.s__Blautia_sp	31.9436160881
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Blautia.s__Blautia_obeum	25.7276774406
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Blautia.s__Blautia_wexlerae	13.3218455449
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Eubacterium.s__Eubacterium_eligens	11.3384261346
PWY-3001: superpathway of L-isoleucine biosynthesis I	998.2669145767
PWY-3001: superpathway of L-isoleucine biosynthesis I|unclassified	95.0173969405
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Blautia.s__Ruminococcus_torques	19.3379954663
PWY-5941: glycogen degradation II	979.6375010441
PWY-5941: glycogen degradation II|unclassified	79.6054244365
PWY-5941: glycogen degradation II|g__Dorea.s__Dorea_longicatena	61.2409434639
PWY-5941: glycogen degradation II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	57.3671387209
PWY-5941: glycogen degradation II|g__Blautia.s__Blautia_obeum	56.5692303727
PWY-5941: glycogen degradation II|g__Blautia.s__Ruminococcus_torques	53.0953993087
PWY-5941: glycogen degradation II|g__Blautia.s__Blautia_sp	42.1518662983
PWY-5941: glycogen degradation II|g__Blautia.s__Blautia_wexlerae	33.5434188731
PWY-5941: glycogen degradation II|g__Eubacterium.s__Eubacterium_hallii	25.5680287987
PWY-5941: glycogen degradation II|g__Eubacterium.s__Eubacterium_eligens	18.2877662279
PWY-5941: glycogen degradation II|g__Anaerostipes.s__Anaerostipes_hadrus	11.4394161576
PWY-5941: glycogen degradation II|g__Blautia.s__Blautia_sp_CAG_52	6.0216302534
PWY-5941: glycogen degradation II|g__Lachnoclostridium.s__Clostridium_clostridioforme	3.5855539621
PWY-6897: thiamine diphosphate salvage II	969.0642079075
PWY-6897: thiamine diphosphate salvage II|g__Bacteroides.s__Bacteroides_uniformis	310.9045993777
PWY-6897: thiamine diphosphate salvage II|g__Bacteroides.s__Bacteroides_ovatus	91.4915996560
PWY-6897: thiamine diphosphate salvage II|unclassified	57.9421366585
PWY-6897: thiamine diphosphate salvage II|g__Dialister.s__Dialister_invisus	46.6804841427
PWY-6897: thiamine diphosphate salvage II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	16.3578310619
PWY-6897: thiamine diphosphate salvage II|g__Blautia.s__Ruminococcus_torques	7.0205397098
PWY-6897: thiamine diphosphate salvage II|g__Asaccharobacter.s__Asaccharobacter_celatus	5.5937485397
PWY-6897: thiamine diphosphate salvage II|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	3.8174572076
PWY-6897: thiamine diphosphate salvage II|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	2.7264732432
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	957.3861125719
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	949.0506752049
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|unclassified	264.2620040627
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Blautia.s__Ruminococcus_torques	78.5636083799
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	48.6028433697
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Blautia.s__Blautia_wexlerae	38.5862287941
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Dorea.s__Dorea_longicatena	34.7564433225
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Gemmiger.s__Gemmiger_formicilis	24.1125443547
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Ruminococcus.s__Ruminococcus_bicirculans	18.5497439509
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Eubacterium.s__Eubacterium_eligens	14.0201635300
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Anaerostipes.s__Anaerostipes_hadrus	8.0371379659
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	2.7223054639
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Blautia.s__Blautia_obeum	0.1975753291
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	936.3226998749
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	384.8498630934
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	102.0475584125
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|unclassified	12.6767703230
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Eggerthella.s__Eggerthella_lenta	9.6000828681
PWY-6270: isoprene biosynthesis I	915.9649992520
PWY-6270: isoprene biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	89.6098926995
PWY-6270: isoprene biosynthesis I|g__Blautia.s__Ruminococcus_torques	72.0491169415
PWY-6270: isoprene biosynthesis I|g__Dorea.s__Dorea_longicatena	32.6498548338
PWY-6270: isoprene biosynthesis I|g__Blautia.s__Blautia_wexlerae	17.2179278593
PWY-6270: isoprene biosynthesis I|g__Eubacterium.s__Eubacterium_eligens	9.5392340056
CALVIN-PWY: Calvin-Benson-Bassham cycle	914.5417191770
CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified	79.8128020583
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Blautia.s__Ruminococcus_torques	62.5930457468
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Blautia.s__Blautia_wexlerae	39.1992251092
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Blautia.s__Blautia_sp	23.2448404168
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Anaerostipes.s__Anaerostipes_hadrus	15.2057770462
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Eubacterium.s__Eubacterium_eligens	12.6443207959
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Hungatella.s__Hungatella_hathewayi	3.8403338784
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Blautia.s__Blautia_obeum	3.5952048465
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Lachnoclostridium.s__Clostridium_clostridioforme	3.5765393976
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Dorea.s__Dorea_longicatena	3.0960334865
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	2.1089156166
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	909.8685343285
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Blautia.s__Ruminococcus_torques	33.3834221724
ARGININE-SYN4-PWY: L-ornithine biosynthesis II	905.5692205605
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	333.6305045303
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	284.1963081259
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	104.7561135209
PWY-7560: methylerythritol phosphate pathway II	885.2112016856
PWY-7560: methylerythritol phosphate pathway II|g__Bacteroides.s__Bacteroides_ovatus	89.5955916206
PWY-7560: methylerythritol phosphate pathway II|g__Blautia.s__Ruminococcus_torques	71.5262227501
PWY-7560: methylerythritol phosphate pathway II|g__Dorea.s__Dorea_longicatena	32.0973752576
PWY-7560: methylerythritol phosphate pathway II|g__Blautia.s__Blautia_obeum	30.8336560853
PWY-7560: methylerythritol phosphate pathway II|g__Blautia.s__Blautia_wexlerae	16.1958280027
PWY-7560: methylerythritol phosphate pathway II|g__Eubacterium.s__Eubacterium_eligens	9.1336871184
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	876.5011265111
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|unclassified	140.3661605848
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I	875.9950995152
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	318.6390110549
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	90.7833199481
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Blautia_sp	41.7290167734
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Blautia_wexlerae	37.0769339398
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Blautia_obeum	16.3043916304
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	15.9585121600
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Ruminococcus_torques	15.5306192051
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Eubacterium.s__Eubacterium_eligens	15.2527595071
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|unclassified	14.5564920006
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Blautia_sp_CAG_52	3.2954893865
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	873.5592179809
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Bacteroides.s__Bacteroides_uniformis	325.3025019208
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Bacteroides.s__Bacteroides_ovatus	91.8219904251
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Blautia.s__Blautia_obeum	55.4523089073
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Dialister.s__Dialister_invisus	51.4533115097
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|unclassified	42.1138265727
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Dorea.s__Dorea_longicatena	41.1138500458
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	38.2996410491
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Eubacterium.s__Eubacterium_hallii	21.0491035635
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Blautia.s__Ruminococcus_torques	16.1443365327
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Blautia.s__Blautia_wexlerae	13.8962087099
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Anaerostipes.s__Anaerostipes_hadrus	7.7867685969
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Asaccharobacter.s__Asaccharobacter_celatus	6.4208610842
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Agathobaculum.s__Agathobaculum_butyriciproducens	5.3105220261
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	5.0640718285
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Parasutterella.s__Parasutterella_excrementihominis	4.3334071293
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	4.0091043649
PWY-5484: glycolysis II (from fructose 6-phosphate)	873.1806133944
PWY-5484: glycolysis II (from fructose 6-phosphate)|unclassified	133.0524080944
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	859.8846773213
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|unclassified	172.7641199329
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|g__Blautia.s__Ruminococcus_torques	5.9167902701
PWY-7237: myo-, chiro- and scyllo-inositol degradation	847.3707281438
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Blautia.s__Ruminococcus_torques	183.3470497437
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Bacteroides.s__Bacteroides_ovatus	179.0683582204
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Blautia.s__Blautia_obeum	50.2916820631
PWY-7237: myo-, chiro- and scyllo-inositol degradation|unclassified	39.6363518271
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Blautia.s__Blautia_sp	39.2989546384
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	37.0389922272
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Dorea.s__Dorea_longicatena	34.7987036354
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Blautia.s__Blautia_wexlerae	29.4761344597
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Eubacterium.s__Eubacterium_eligens	26.7726970278
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Oscillibacter.s__Oscillibacter_sp_57_20	23.7149911768
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Anaerostipes.s__Anaerostipes_hadrus	21.8213004497
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Agathobaculum.s__Agathobaculum_butyriciproducens	18.3570343334
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	6.2152062636
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	836.2311179145
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|unclassified	215.2708892959
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Blautia.s__Ruminococcus_torques	79.2928201421
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	48.6520757175
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Dorea.s__Dorea_longicatena	35.0850676402
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Blautia.s__Blautia_wexlerae	32.7095266325
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Blautia.s__Blautia_sp	29.0744477708
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Gemmiger.s__Gemmiger_formicilis	23.9660802484
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Ruminococcus.s__Ruminococcus_bicirculans	19.5713704538
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Eubacterium.s__Eubacterium_eligens	15.7948820101
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Eubacterium.s__Eubacterium_hallii	11.1682851222
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Anaerostipes.s__Anaerostipes_hadrus	9.0648424410
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Blautia.s__Blautia_obeum	7.4707438506
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Asaccharobacter.s__Asaccharobacter_celatus	4.6615401662
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	3.2175333129
PWY0-1296: purine ribonucleosides degradation	835.8405110973
PWY0-1296: purine ribonucleosides degradation|g__Blautia.s__Blautia_obeum	69.8674795688
PWY0-1296: purine ribonucleosides degradation|g__Blautia.s__Ruminococcus_torques	64.9959012248
PWY0-1296: purine ribonucleosides degradation|unclassified	53.2926531994
PWY0-1296: purine ribonucleosides degradation|g__Dorea.s__Dorea_longicatena	39.9642319947
PWY0-1296: purine ribonucleosides degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	30.9333643094
PWY0-1296: purine ribonucleosides degradation|g__Blautia.s__Blautia_sp	29.8359025196
PWY0-1296: purine ribonucleosides degradation|g__Blautia.s__Blautia_wexlerae	25.2896812931
PWY0-1296: purine ribonucleosides degradation|g__Gemmiger.s__Gemmiger_formicilis	24.3798949687
PWY0-1296: purine ribonucleosides degradation|g__Eubacterium.s__Eubacterium_eligens	15.4747509631
PWY0-1296: purine ribonucleosides degradation|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_124	12.5145023937
PWY0-1296: purine ribonucleosides degradation|g__Anaerostipes.s__Anaerostipes_hadrus	10.9177211914
PWY0-1296: purine ribonucleosides degradation|g__Lachnoclostridium.s__Clostridium_clostridioforme	3.7500329629
PWY0-1296: purine ribonucleosides degradation|g__Blautia.s__Blautia_sp_CAG_52	3.2137498077
PWY0-1296: purine ribonucleosides degradation|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	2.3839554021
TRPSYN-PWY: L-tryptophan biosynthesis	835.8093940355
TRPSYN-PWY: L-tryptophan biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	261.8997240022
TRPSYN-PWY: L-tryptophan biosynthesis|g__Blautia.s__Ruminococcus_torques	71.2543506624
TRPSYN-PWY: L-tryptophan biosynthesis|g__Blautia.s__Blautia_sp	30.8026942058
TRPSYN-PWY: L-tryptophan biosynthesis|g__Blautia.s__Blautia_wexlerae	29.9159145350
TRPSYN-PWY: L-tryptophan biosynthesis|unclassified	26.6040440874
TRPSYN-PWY: L-tryptophan biosynthesis|g__Ruminococcus.s__Ruminococcus_bicirculans	17.7527405525
TRPSYN-PWY: L-tryptophan biosynthesis|g__Blautia.s__Blautia_obeum	16.6035322875
TRPSYN-PWY: L-tryptophan biosynthesis|g__Eubacterium.s__Eubacterium_hallii	13.7926509437
TRPSYN-PWY: L-tryptophan biosynthesis|g__Eubacterium.s__Eubacterium_eligens	11.6258074742
TRPSYN-PWY: L-tryptophan biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	10.4960933757
TRPSYN-PWY: L-tryptophan biosynthesis|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	5.3823125610
HISDEG-PWY: L-histidine degradation I	831.2948878827
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_vulgatus	300.0576655696
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_uniformis	276.8055207495
HISDEG-PWY: L-histidine degradation I|unclassified	113.0453562638
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_ovatus	71.1473653663
HISDEG-PWY: L-histidine degradation I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_124	10.9824204796
HISDEG-PWY: L-histidine degradation I|g__Parabacteroides.s__Parabacteroides_merdae	5.8590474440
PWY-7111: pyruvate fermentation to isobutanol (engineered)	813.1372293775
PWY-7111: pyruvate fermentation to isobutanol (engineered)|unclassified	171.4184642906
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Blautia.s__Ruminococcus_torques	50.8270649061
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Blautia.s__Blautia_wexlerae	22.6106860933
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	21.9734657717
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Eubacterium.s__Eubacterium_hallii	13.8391581607
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Blautia.s__Blautia_obeum	13.4388382816
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Eubacterium.s__Eubacterium_eligens	7.7277440662
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Anaerostipes.s__Anaerostipes_hadrus	4.7059662562
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Hungatella.s__Hungatella_hathewayi	3.9399820081
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Roseburia.s__Roseburia_faecis	3.6921634920
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Lachnoclostridium.s__Clostridium_clostridioforme	1.8423844885
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	811.9076786576
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Bacteroides.s__Bacteroides_uniformis	314.7903578027
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Bacteroides.s__Bacteroides_ovatus	77.6192979192
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Eubacterium.s__Eubacterium_hallii	12.1305853039
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Blautia.s__Ruminococcus_torques	9.4638459705
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	1.5379827832
ANAEROFRUCAT-PWY: homolactic fermentation	800.4259909561
ANAEROFRUCAT-PWY: homolactic fermentation|unclassified	124.2386664045
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	794.2389304593
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	329.7152026746
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	80.8216855969
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|unclassified	30.3826594779
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	792.8137938103
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|unclassified	37.1163234358
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	792.8137938103
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|unclassified	37.1163234358
PWY-7208: superpathway of pyrimidine nucleobases salvage	791.6835428003
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Dialister.s__Dialister_invisus	29.8279222114
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Blautia.s__Blautia_obeum	21.5682325105
PWY-7208: superpathway of pyrimidine nucleobases salvage|unclassified	11.0986299540
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Asaccharobacter.s__Asaccharobacter_celatus	7.7212762097
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	0.7866533909
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	745.7047575442
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	497.8857219772
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	94.6949834689
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Eggerthella.s__Eggerthella_lenta	9.5595112720
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|unclassified	8.2039330425
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bilophila.s__Bilophila_wadsworthia	4.2614754752
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	745.7047575442
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	497.8857219772
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	94.6949834689
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Eggerthella.s__Eggerthella_lenta	9.5595112720
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|unclassified	8.2039330425
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bilophila.s__Bilophila_wadsworthia	4.2614754752
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	736.0564176772
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)|g__Bacteroides.s__Bacteroides_vulgatus	325.0233977651
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	729.7466792820
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|g__Bacteroides.s__Bacteroides_uniformis	307.2401134822
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|g__Bacteroides.s__Bacteroides_ovatus	91.7097204723
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|unclassified	22.2974832343
PWY-5030: L-histidine degradation III	704.5100344243
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_uniformis	313.4924356216
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_vulgatus	310.1064382239
PWY-5030: L-histidine degradation III|unclassified	98.1192908623
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_ovatus	77.5847235390
PWY-6317: D-galactose degradation I (Leloir pathway)	688.9826496165
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Blautia.s__Ruminococcus_torques	88.8157417270
PWY-6317: D-galactose degradation I (Leloir pathway)|unclassified	53.4540011023
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Blautia.s__Blautia_sp	39.8339087860
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Dorea.s__Dorea_longicatena	33.3627298453
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Blautia.s__Blautia_obeum	30.8192396069
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Blautia.s__Blautia_wexlerae	30.6311598347
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	24.1323987433
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Eubacterium.s__Eubacterium_eligens	16.3023165167
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Eubacterium.s__Eubacterium_hallii	13.2533742220
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Anaerostipes.s__Anaerostipes_hadrus	10.7361587210
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Lachnoclostridium.s__Clostridium_clostridioforme	2.7316287491
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	684.5050306643
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	91.2874417738
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|unclassified	23.4355952908
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	675.1915051163
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	325.2835267765
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	99.4158418717
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|unclassified	20.7175383405
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I	644.3512282967
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Bacteroides.s__Bacteroides_uniformis	276.4071632750
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Blautia.s__Ruminococcus_torques	63.4698346106
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Dorea.s__Dorea_longicatena	45.1491925441
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Blautia.s__Blautia_sp	19.6469150942
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Blautia.s__Blautia_wexlerae	14.4768757518
