# Pathway	33-6-2_Abundance
PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	17.8495593533
PANTO-PWY: phosphopantothenate biosynthesis I|g__Eubacterium.s__Eubacterium_hallii	17.1148080654
PANTO-PWY: phosphopantothenate biosynthesis I|g__Eggerthella.s__Eggerthella_lenta	14.8920889820
PANTO-PWY: phosphopantothenate biosynthesis I|g__Asaccharobacter.s__Asaccharobacter_celatus	7.0745811469
PANTO-PWY: phosphopantothenate biosynthesis I|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	1.3477659277
PANTO-PWY: phosphopantothenate biosynthesis I|g__Blautia.s__Blautia_obeum	0.3460573051
TRPSYN-PWY: L-tryptophan biosynthesis	573.9737950621
TRPSYN-PWY: L-tryptophan biosynthesis|g__Blautia.s__Ruminococcus_torques	93.9529620643
TRPSYN-PWY: L-tryptophan biosynthesis|g__Blautia.s__Blautia_sp	60.7165531540
TRPSYN-PWY: L-tryptophan biosynthesis|unclassified	46.3303238045
TRPSYN-PWY: L-tryptophan biosynthesis|g__Blautia.s__Blautia_obeum	43.9916999100
TRPSYN-PWY: L-tryptophan biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	36.3418601154
TRPSYN-PWY: L-tryptophan biosynthesis|g__Blautia.s__Blautia_wexlerae	36.2973608617
TRPSYN-PWY: L-tryptophan biosynthesis|g__Eubacterium.s__Eubacterium_hallii	20.9920605025
TRPSYN-PWY: L-tryptophan biosynthesis|g__Ruminococcus.s__Ruminococcus_bicirculans	18.8884722084
TRPSYN-PWY: L-tryptophan biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	12.3487878329
TRPSYN-PWY: L-tryptophan biosynthesis|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_41	8.5940277320
TRPSYN-PWY: L-tryptophan biosynthesis|g__Blautia.s__Blautia_sp_CAG_52	7.3656422866
TRPSYN-PWY: L-tryptophan biosynthesis|g__Roseburia.s__Roseburia_sp_CAG_182	6.4788050245
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I	570.8836258423
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Blautia_sp	72.5764585557
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	68.9658974390
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Blautia_wexlerae	50.3434535360
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|unclassified	49.0218123112
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	30.1793851931
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Ruminococcus_torques	21.7678456792
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	17.5983507434
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Blautia_obeum	11.3821725146
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Blautia_sp_CAG_52	3.7364788273
HSERMETANA-PWY: L-methionine biosynthesis III	560.9045888820
HSERMETANA-PWY: L-methionine biosynthesis III|g__Dorea.s__Dorea_longicatena	90.2102214325
HSERMETANA-PWY: L-methionine biosynthesis III|unclassified	82.5713016861
HSERMETANA-PWY: L-methionine biosynthesis III|g__Blautia.s__Blautia_sp	64.2155841693
HSERMETANA-PWY: L-methionine biosynthesis III|g__Blautia.s__Ruminococcus_torques	54.8239118624
HSERMETANA-PWY: L-methionine biosynthesis III|g__Blautia.s__Blautia_wexlerae	39.2423036958
HSERMETANA-PWY: L-methionine biosynthesis III|g__Anaerostipes.s__Anaerostipes_hadrus	35.5669360995
HSERMETANA-PWY: L-methionine biosynthesis III|g__Ruminococcus.s__Ruminococcus_bicirculans	21.4177115483
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I	560.2111526903
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Blautia.s__Ruminococcus_torques	79.3973180976
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Blautia.s__Blautia_obeum	39.4888595673
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Anaerostipes.s__Anaerostipes_hadrus	29.2653335495
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Eggerthella.s__Eggerthella_lenta	10.8657696287
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Blautia.s__Blautia_wexlerae	4.5879494305
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Roseburia.s__Roseburia_sp_CAG_182	3.8040631160
PWY-5100: pyruvate fermentation to acetate and lactate II	560.2111526903
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Blautia.s__Ruminococcus_torques	79.3973180976
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Anaerostipes.s__Anaerostipes_hadrus	39.7171579258
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Blautia.s__Blautia_obeum	39.4888595673
PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified	28.9078128507
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Eggerthella.s__Eggerthella_lenta	12.8655209002
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Blautia.s__Blautia_wexlerae	4.5879494305
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Roseburia.s__Roseburia_sp_CAG_182	3.8040631160
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	530.6192311686
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	25.2614470839
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	20.7189949592
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Eggerthella.s__Eggerthella_lenta	20.4365477776
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|unclassified	8.9163006233
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	528.9923505456
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Blautia.s__Ruminococcus_torques	100.3863830537
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Bacteroides.s__Bacteroides_uniformis	52.8800902679
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|unclassified	49.1983361861
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Dorea.s__Dorea_longicatena	32.3950119140
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Anaerostipes.s__Anaerostipes_hadrus	28.8627528084
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Eubacterium.s__Eubacterium_hallii	21.9334349185
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Ruminococcus.s__Ruminococcus_bicirculans	21.4614341932
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Bacteroides.s__Bacteroides_ovatus	21.1541541241
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Bacteroides.s__Bacteroides_vulgatus	20.2295460902
PWY-6527: stachyose degradation	516.1748821561
PWY-6527: stachyose degradation|g__Blautia.s__Ruminococcus_torques	105.0010542641
PWY-6527: stachyose degradation|g__Blautia.s__Blautia_obeum	61.2408417427
PWY-6527: stachyose degradation|g__Blautia.s__Blautia_wexlerae	42.4510164122
PWY-6527: stachyose degradation|unclassified	33.3870165481
PWY-6527: stachyose degradation|g__Dorea.s__Dorea_longicatena	18.6614746683
PWY-6527: stachyose degradation|g__Ruminococcus.s__Ruminococcus_bicirculans	13.3984597696
PWY-6527: stachyose degradation|g__Roseburia.s__Roseburia_faecis	5.3287578919
PWY-6527: stachyose degradation|g__Blautia.s__Ruminococcus_gnavus	2.9302156780
PWY-7237: myo-, chiro- and scyllo-inositol degradation	509.9609537746
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Blautia.s__Ruminococcus_torques	307.9091039083
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Dorea.s__Dorea_longicatena	84.2450820395
PWY-7237: myo-, chiro- and scyllo-inositol degradation|unclassified	69.5785553112
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Blautia.s__Blautia_sp	63.6758062778
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Anaerostipes.s__Anaerostipes_hadrus	49.2364242466
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Blautia.s__Blautia_obeum	49.0556031295
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Bacteroides.s__Bacteroides_ovatus	35.1541107837
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Blautia.s__Blautia_wexlerae	22.6321100898
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Eubacterium.s__Eubacterium_eligens	6.9309900499
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Clostridium.s__Clostridium_disporicum	4.9468977193
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Agathobaculum.s__Agathobaculum_butyriciproducens	4.6604414093
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.5510204082
PWY-6823: molybdopterin biosynthesis	507.7334271291
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Ruminococcus_torques	114.9457349583
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Blautia_sp	85.4485330057
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Blautia_obeum	80.7847597370
PWY-6823: molybdopterin biosynthesis|unclassified	58.3887514317
PWY-6823: molybdopterin biosynthesis|g__Eubacterium.s__Eubacterium_hallii	18.0530392208
PWY-6823: molybdopterin biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	17.1318943012
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Blautia_wexlerae	8.2875494749
PWY-6823: molybdopterin biosynthesis|g__Eggerthella.s__Eggerthella_lenta	7.7505006218
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Blautia_sp_CAG_52	6.5558809402
PWY-6823: molybdopterin biosynthesis|g__Lachnoclostridium.s__Clostridium_clostridioforme	3.1658099420
PWY-6823: molybdopterin biosynthesis|g__Clostridium.s__Clostridium_disporicum	3.1248181516
PWY-6703: preQ0 biosynthesis	491.3978571433
PWY-6703: preQ0 biosynthesis|g__Dialister.s__Dialister_invisus	99.7431925343
PWY-6703: preQ0 biosynthesis|g__Blautia.s__Blautia_sp	75.8374231991
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	61.4340863889
PWY-6703: preQ0 biosynthesis|g__Eubacterium.s__Eubacterium_hallii	40.0781204855
PWY-6703: preQ0 biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	24.5168228495
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	22.0327716148
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	18.6430005995
PWY-6703: preQ0 biosynthesis|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_41	17.9099854661
PWY-6703: preQ0 biosynthesis|unclassified	15.4040109660
PWY-6703: preQ0 biosynthesis|g__Blautia.s__Blautia_sp_CAG_52	12.3737836241
PWY-6703: preQ0 biosynthesis|g__Blautia.s__Blautia_obeum	6.2172333901
PWY-6703: preQ0 biosynthesis|g__Eubacterium.s__Eubacterium_eligens	5.2381056742
PWY-6731: starch degradation III	475.5261472052
PWY-6731: starch degradation III|g__Blautia.s__Blautia_sp	69.8052805546
PWY-6731: starch degradation III|g__Blautia.s__Blautia_obeum	43.5116725481
PWY-6731: starch degradation III|g__Blautia.s__Blautia_wexlerae	29.3915773418
PWY-6731: starch degradation III|g__Eubacterium.s__Eubacterium_hallii	27.4964841226
PWY-6731: starch degradation III|g__Blautia.s__Ruminococcus_torques	23.7277559767
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	475.0876652777
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Blautia.s__Blautia_obeum	46.5134984509
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Anaerostipes.s__Anaerostipes_hadrus	25.7820965322
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|unclassified	23.5378222498
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Blautia.s__Blautia_wexlerae	18.7229223174
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Bacteroides.s__Bacteroides_vulgatus	12.5582317263
PWY-6936: seleno-amino acid biosynthesis (plants)	468.4572068911
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Blautia.s__Ruminococcus_torques	38.1477061324
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Anaerostipes.s__Anaerostipes_hadrus	28.5948722057
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Roseburia.s__Roseburia_sp_CAG_182	6.1328450941
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	455.3570404314
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Eggerthella.s__Eggerthella_lenta	14.7278734765
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|unclassified	10.4732610472
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	436.7985618394
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|unclassified	54.7952953755
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Eggerthella.s__Eggerthella_lenta	13.6879267359
ANAEROFRUCAT-PWY: homolactic fermentation	415.4921500322
ANAEROFRUCAT-PWY: homolactic fermentation|unclassified	21.1160275521
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	414.6581009051
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|unclassified	79.5486200336
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	405.9955235137
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	25.7516391314
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Eggerthella.s__Eggerthella_lenta	19.9550869707
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	19.8856766879
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|unclassified	5.6311330375
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	392.8790837293
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Dialister.s__Dialister_invisus	62.0066503910
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Blautia.s__Ruminococcus_torques	52.0295453194
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Blautia.s__Blautia_sp	43.9880002935
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Blautia.s__Blautia_wexlerae	28.0913802621
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|unclassified	25.2797985975
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_hadrus	21.6291735977
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Ruminococcus.s__Ruminococcus_bicirculans	19.3551465127
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_41	7.3486859768
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Eggerthella.s__Eggerthella_lenta	5.4744658390
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	376.6825836111
PWY-5484: glycolysis II (from fructose 6-phosphate)	370.5205001503
PWY-5484: glycolysis II (from fructose 6-phosphate)|unclassified	55.2676033602
PWY-6628: superpathway of L-phenylalanine biosynthesis	367.6364251647
GLUCONEO-PWY: gluconeogenesis I	364.4106169789
GLUCONEO-PWY: gluconeogenesis I|unclassified	94.1619337225
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	357.3385740716
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	17.4765675977
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|unclassified	7.2575031325
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	356.3683234441
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|unclassified	43.5238744331
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|g__Blautia.s__Ruminococcus_torques	23.1928488963
PWY-6608: guanosine nucleotides degradation III	355.5792694197
PWY-6608: guanosine nucleotides degradation III|g__Blautia.s__Ruminococcus_torques	116.0785286041
PWY-6608: guanosine nucleotides degradation III|g__Anaerostipes.s__Anaerostipes_hadrus	28.2773927983
PWY-6608: guanosine nucleotides degradation III|g__Blautia.s__Blautia_obeum	22.7016750682
PWY-6608: guanosine nucleotides degradation III|g__Blautia.s__Blautia_wexlerae	18.6260802017
PWY-6608: guanosine nucleotides degradation III|unclassified	16.1226947772
PWY-6608: guanosine nucleotides degradation III|g__Lachnoclostridium.s__Clostridium_clostridioforme	2.9570345540
PWY-6608: guanosine nucleotides degradation III|g__Hungatella.s__Hungatella_hathewayi	2.2826367752
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	350.7104415540
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Dialister.s__Dialister_invisus	67.3081079827
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	30.6827708568
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	26.4588113800
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Eggerthella.s__Eggerthella_lenta	19.4684249789
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|unclassified	4.8106280910
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	350.1182770216
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|unclassified	51.0113823849
PWY-5973: cis-vaccenate biosynthesis	337.5244452776
PWY-5973: cis-vaccenate biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	68.6673065568
PWY-5973: cis-vaccenate biosynthesis|unclassified	27.1086520781
PWY-5973: cis-vaccenate biosynthesis|g__Alistipes.s__Alistipes_finegoldii	23.3898806807
PWY-5973: cis-vaccenate biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	15.7447044411
PWY-5973: cis-vaccenate biosynthesis|g__Blautia.s__Ruminococcus_torques	10.3394440460
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	331.9372610204
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Bacteroides.s__Bacteroides_uniformis	62.3932326807
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Eubacterium.s__Eubacterium_hallii	17.6504249168
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Bacteroides.s__Bacteroides_ovatus	14.5868458753
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Blautia.s__Ruminococcus_torques	3.8450523946
THISYN-PWY: superpathway of thiamine diphosphate biosynthesis I	329.3441688170
THISYN-PWY: superpathway of thiamine diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	63.7952043866
THISYN-PWY: superpathway of thiamine diphosphate biosynthesis I|unclassified	30.4494273150
THISYN-PWY: superpathway of thiamine diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	17.8224602750
PWY-6897: thiamine diphosphate salvage II	327.7661577885
PWY-6897: thiamine diphosphate salvage II|g__Dialister.s__Dialister_invisus	63.0060962874
PWY-6897: thiamine diphosphate salvage II|g__Bacteroides.s__Bacteroides_uniformis	58.1816640191
PWY-6897: thiamine diphosphate salvage II|unclassified	39.7813877774
PWY-6897: thiamine diphosphate salvage II|g__Bacteroides.s__Bacteroides_ovatus	16.2369155764
PWY-6897: thiamine diphosphate salvage II|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	7.7468603469
PWY-6897: thiamine diphosphate salvage II|g__Blautia.s__Ruminococcus_torques	3.3377339167
PWY-6897: thiamine diphosphate salvage II|g__Asaccharobacter.s__Asaccharobacter_celatus	2.3890126632
PENTOSE-P-PWY: pentose phosphate pathway	327.5689661552
PENTOSE-P-PWY: pentose phosphate pathway|g__Lachnoclostridium.s__Clostridium_clostridioforme	5.6289617645
METH-ACETATE-PWY: methanogenesis from acetate	319.1771957111
METH-ACETATE-PWY: methanogenesis from acetate|g__Blautia.s__Ruminococcus_torques	25.7562090078
METH-ACETATE-PWY: methanogenesis from acetate|g__Blautia.s__Blautia_obeum	24.4084077909
METH-ACETATE-PWY: methanogenesis from acetate|g__Blautia.s__Blautia_wexlerae	20.9934077584
METH-ACETATE-PWY: methanogenesis from acetate|g__Blautia.s__Blautia_sp	3.6903973017
PWY-6630: superpathway of L-tyrosine biosynthesis	317.3720302537
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	314.8651165319
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Dialister.s__Dialister_invisus	64.4396321505
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|unclassified	39.7983441249
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Ruminococcus.s__Ruminococcus_bicirculans	21.9523478373
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Eggerthella.s__Eggerthella_lenta	20.2471598963
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_41	6.7374240743
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Erysipelotrichaceae_unclassified.s__Erysipelotrichaceae_bacterium_3_1_53	3.1014694609
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Erysipelatoclostridium.s__Clostridium_innocuum	2.0972655622
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	312.2498284597
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	77.8995243582
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Dialister.s__Dialister_invisus	54.8577516445
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	29.8821241136
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|unclassified	16.6196177883
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	303.7910104489
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	24.9322474105
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	22.8859312270
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Eggerthella.s__Eggerthella_lenta	11.8459625344
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|unclassified	3.8516506084
PWY-6901: superpathway of glucose and xylose degradation	299.7276637030
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	299.3788618936
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Blautia.s__Ruminococcus_torques	85.4085663809
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|unclassified	39.3703904476
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	31.4563772457
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Blautia.s__Blautia_obeum	24.6688215150
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	23.3727132661
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Blautia.s__Blautia_wexlerae	1.3822219657
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	299.2345861222
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|unclassified	40.7409971788
PWY-7208: superpathway of pyrimidine nucleobases salvage	295.5555422617
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Dialister.s__Dialister_invisus	59.1214123868
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Blautia.s__Blautia_obeum	15.7585793195
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Asaccharobacter.s__Asaccharobacter_celatus	10.1446962872
PWY-7208: superpathway of pyrimidine nucleobases salvage|unclassified	3.4882200832
PWY-7663: gondoate biosynthesis (anaerobic)	294.8789153936
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_uniformis	72.7924470783
PWY-7663: gondoate biosynthesis (anaerobic)|g__Alistipes.s__Alistipes_finegoldii	29.7665915413
PWY-7663: gondoate biosynthesis (anaerobic)|unclassified	22.5220179919
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_ovatus	14.8329143558
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_vulgatus	8.0119348516
PWY-7345: superpathway of anaerobic sucrose degradation	280.6356403536
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	279.8967688096
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	279.8967688096
P164-PWY: purine nucleobases degradation I (anaerobic)	272.4328059415
P164-PWY: purine nucleobases degradation I (anaerobic)|g__Hungatella.s__Hungatella_hathewayi	4.8827332984
P164-PWY: purine nucleobases degradation I (anaerobic)|g__Lachnoclostridium.s__Clostridium_clostridioforme	1.6007197289
PWY66-399: gluconeogenesis III	266.9510689268
PWY66-399: gluconeogenesis III|unclassified	42.9520716221
P441-PWY: superpathway of N-acetylneuraminate degradation	260.9655948608
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	259.1978769856
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	60.2357750998
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|unclassified	16.1998735691
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	15.9448591127
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)	256.7927271071
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|unclassified	78.6301352989
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Eggerthella.s__Eggerthella_lenta	20.1049544042
COLANSYN-PWY: colanic acid building blocks biosynthesis	254.6317962355
COLANSYN-PWY: colanic acid building blocks biosynthesis|unclassified	11.8427869291
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	254.1991161250
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV|unclassified	3.8295968832
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	251.0113419008
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)|g__Bacteroides.s__Bacteroides_vulgatus	10.0139559824
PWY-7761: NAD salvage pathway II (PNC IV cycle)	247.0200937232
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	227.5121743231
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Blautia.s__Ruminococcus_torques	93.9428315104
