# Pathway	29-7A_Abundance
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	43.9504295366
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Blautia.s__Ruminococcus_torques	38.9367354283
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Gemmiger.s__Gemmiger_formicilis	17.7029943139
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Dorea.s__Dorea_longicatena	17.4174825503
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Blautia.s__Blautia_wexlerae	13.2609575756
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Eubacterium.s__Eubacterium_eligens	12.9341686053
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Blautia.s__Blautia_sp	12.0061315461
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Ruminococcus.s__Ruminococcus_bicirculans	11.1678266906
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Blautia.s__Blautia_obeum	4.9578343240
CITRULBIO-PWY: L-citrulline biosynthesis	501.9583171065
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)	498.1248018095
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)|g__Bacteroides.s__Bacteroides_uniformis	293.0061459576
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)|g__Parasutterella.s__Parasutterella_excrementihominis	4.1045288867
PWY-8073: lipid IVA biosynthesis (P. putida)	498.1248018095
PWY-8073: lipid IVA biosynthesis (P. putida)|g__Bacteroides.s__Bacteroides_uniformis	293.0061459576
PWY-8073: lipid IVA biosynthesis (P. putida)|g__Parasutterella.s__Parasutterella_excrementihominis	4.1045288867
PWY-5659: GDP-mannose biosynthesis	496.8735916920
PWY-5659: GDP-mannose biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	217.5852272560
PWY-5659: GDP-mannose biosynthesis|unclassified	10.7304583293
PWY-5659: GDP-mannose biosynthesis|g__Blautia.s__Blautia_obeum	6.3498994753
PWY-7111: pyruvate fermentation to isobutanol (engineered)	487.6448745620
PWY-7111: pyruvate fermentation to isobutanol (engineered)|unclassified	90.5561611615
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Blautia.s__Ruminococcus_torques	30.9170543050
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	16.4649546071
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Blautia.s__Blautia_wexlerae	10.0774814192
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Eubacterium.s__Eubacterium_eligens	8.1743665276
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Eubacterium.s__Eubacterium_hallii	7.6358923580
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Anaerostipes.s__Anaerostipes_hadrus	5.3135359865
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Blautia.s__Blautia_obeum	3.8538793851
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Lachnoclostridium.s__Clostridium_clostridioforme	2.7889831573
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Hungatella.s__Hungatella_hathewayi	2.0334662254
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Roseburia.s__Roseburia_faecis	1.4926992571
COLANSYN-PWY: colanic acid building blocks biosynthesis	477.4106952283
COLANSYN-PWY: colanic acid building blocks biosynthesis|unclassified	16.0728988341
PWY-4984: urea cycle	464.0607442375
GLUTORN-PWY: L-ornithine biosynthesis I	460.9992255453
GLUTORN-PWY: L-ornithine biosynthesis I|unclassified	74.4046517328
GLUTORN-PWY: L-ornithine biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	37.5981155094
GLUTORN-PWY: L-ornithine biosynthesis I|g__Blautia.s__Ruminococcus_torques	30.4336909316
GLUTORN-PWY: L-ornithine biosynthesis I|g__Dorea.s__Dorea_longicatena	16.3324344481
GLUTORN-PWY: L-ornithine biosynthesis I|g__Blautia.s__Blautia_sp	12.8182082225
GLUTORN-PWY: L-ornithine biosynthesis I|g__Eubacterium.s__Eubacterium_eligens	12.0981692562
GLUTORN-PWY: L-ornithine biosynthesis I|g__Gemmiger.s__Gemmiger_formicilis	11.4307668364
GLUTORN-PWY: L-ornithine biosynthesis I|g__Ruminococcus.s__Ruminococcus_bicirculans	10.5160206904
GLUTORN-PWY: L-ornithine biosynthesis I|g__Blautia.s__Blautia_wexlerae	8.5974342153
GLUTORN-PWY: L-ornithine biosynthesis I|g__Blautia.s__Blautia_obeum	4.7650232795
GLUTORN-PWY: L-ornithine biosynthesis I|g__Parasutterella.s__Parasutterella_excrementihominis	3.5323958251
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	449.9238161406
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|unclassified	10.0399132909
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)	432.7771601727
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|unclassified	19.6985909561
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Eggerthella.s__Eggerthella_lenta	4.1361163073
PWY-7392: taxadiene biosynthesis (engineered)	432.5238693133
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	424.5282076064
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	65.0219387874
PWY-6731: starch degradation III	414.0937577852
PWY-6731: starch degradation III|g__Blautia.s__Blautia_sp	15.4176323351
PWY-6731: starch degradation III|g__Blautia.s__Ruminococcus_torques	10.7311391051
PWY-6731: starch degradation III|g__Blautia.s__Blautia_wexlerae	10.1189316376
PWY-6731: starch degradation III|g__Blautia.s__Blautia_obeum	8.3561771194
PWY-6731: starch degradation III|unclassified	5.8916950612
PWY-6731: starch degradation III|g__Eubacterium.s__Eubacterium_hallii	3.3467211490
PWY-6901: superpathway of glucose and xylose degradation	388.2294103296
PWY-7456: &beta;-(1,4)-mannan degradation	384.8711933198
PWY-7456: &beta;-(1,4)-mannan degradation|unclassified	9.6570592911
PWY-6317: D-galactose degradation I (Leloir pathway)	366.9429722231
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Blautia.s__Ruminococcus_torques	44.7002593370
PWY-6317: D-galactose degradation I (Leloir pathway)|unclassified	36.6249444420
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	25.5917815252
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Dorea.s__Dorea_longicatena	20.7050797468
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Blautia.s__Blautia_obeum	11.8311737886
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Eubacterium.s__Eubacterium_eligens	9.9418556910
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Blautia.s__Blautia_wexlerae	8.1822069542
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Eubacterium.s__Eubacterium_hallii	6.4193768403
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Anaerostipes.s__Anaerostipes_hadrus	6.1681714033
PWY-7345: superpathway of anaerobic sucrose degradation	363.6156633832
GLYCOCAT-PWY: glycogen degradation I	362.5147875166
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	356.7476082652
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Dialister.s__Dialister_invisus	18.4977503264
GLUCONEO-PWY: gluconeogenesis I	353.8977693600
GLUCONEO-PWY: gluconeogenesis I|unclassified	72.2482960018
HSERMETANA-PWY: L-methionine biosynthesis III	329.3195252274
HSERMETANA-PWY: L-methionine biosynthesis III|unclassified	96.1283090947
HSERMETANA-PWY: L-methionine biosynthesis III|g__Dorea.s__Dorea_longicatena	24.6793131599
HSERMETANA-PWY: L-methionine biosynthesis III|g__Blautia.s__Blautia_sp	16.2974163540
HSERMETANA-PWY: L-methionine biosynthesis III|g__Blautia.s__Ruminococcus_torques	14.4755531656
HSERMETANA-PWY: L-methionine biosynthesis III|g__Ruminococcus.s__Ruminococcus_bicirculans	12.5143165149
HSERMETANA-PWY: L-methionine biosynthesis III|g__Eubacterium.s__Eubacterium_eligens	11.8766464830
HSERMETANA-PWY: L-methionine biosynthesis III|g__Blautia.s__Blautia_wexlerae	6.0375635563
HSERMETANA-PWY: L-methionine biosynthesis III|g__Anaerostipes.s__Anaerostipes_hadrus	5.3225309952
HSERMETANA-PWY: L-methionine biosynthesis III|g__Roseburia.s__Roseburia_faecis	3.7349211715
PENTOSE-P-PWY: pentose phosphate pathway	319.9881926036
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	319.1182947432
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Bacteroides.s__Bacteroides_ovatus	75.0968464219
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	30.8792650175
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Anaerostipes.s__Anaerostipes_hadrus	4.4874444688
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	312.9545902442
PWY-6628: superpathway of L-phenylalanine biosynthesis	310.2904164392
PWY-6628: superpathway of L-phenylalanine biosynthesis|unclassified	62.7871533948
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	298.2350792186
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Blautia.s__Ruminococcus_torques	44.0582510294
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|unclassified	43.8267125727
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Eubacterium.s__Eubacterium_eligens	14.7899730158
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Blautia.s__Blautia_sp	13.1921530261
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Eubacterium.s__Eubacterium_hallii	11.0085992995
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Blautia.s__Blautia_obeum	7.8128200256
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Anaerostipes.s__Anaerostipes_hadrus	6.3883062757
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Blautia.s__Blautia_wexlerae	5.6544002862
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	290.8292294020
GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway	278.0193217199
FASYN-ELONG-PWY: fatty acid elongation -- saturated	277.1055855456
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Alistipes.s__Alistipes_finegoldii	23.7990454343
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	275.2344869174
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|unclassified	15.9791131315
PWY-621: sucrose degradation III (sucrose invertase)	273.6243879211
PWY-621: sucrose degradation III (sucrose invertase)|g__Bacteroides.s__Bacteroides_ovatus	78.1007154994
PWY-621: sucrose degradation III (sucrose invertase)|g__Ruminococcus.s__Ruminococcus_bicirculans	11.4113553521
PWY-6630: superpathway of L-tyrosine biosynthesis	273.6026285175
PWY-6630: superpathway of L-tyrosine biosynthesis|unclassified	63.3695148419
PWY-5971: palmitate biosynthesis (type II fatty acid synthase)	272.6417719319
PWY-5505: L-glutamate and L-glutamine biosynthesis	264.9835058181
PWY-5505: L-glutamate and L-glutamine biosynthesis|unclassified	10.6657959194
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	254.3504274647
PWY-6807: xyloglucan degradation II (exoglucanase)	252.8907257380
PWY-7664: oleate biosynthesis IV (anaerobic)	248.9563546533
PWY-7664: oleate biosynthesis IV (anaerobic)|g__Alistipes.s__Alistipes_finegoldii	21.1953215547
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I	245.9463772068
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|unclassified	45.0307189522
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Blautia.s__Ruminococcus_torques	33.8955071437
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Eubacterium.s__Eubacterium_eligens	12.5430399460
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Blautia.s__Blautia_sp	11.3763885285
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Eubacterium.s__Eubacterium_hallii	10.7178928701
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Blautia.s__Blautia_obeum	9.0830686517
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Anaerostipes.s__Anaerostipes_hadrus	5.4066817880
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Blautia.s__Blautia_wexlerae	3.5445613377
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Roseburia.s__Roseburia_faecis	2.6495612911
PWY-6305: superpathway of putrescine biosynthesis	231.3842498138
PWY-8004: Entner-Doudoroff pathway I	230.3674492338
PWY-6527: stachyose degradation	227.9468229950
PWY-6527: stachyose degradation|g__Blautia.s__Ruminococcus_torques	35.4256047909
PWY-6527: stachyose degradation|g__Blautia.s__Blautia_obeum	17.4745165703
PWY-6527: stachyose degradation|unclassified	13.5339895968
PWY-6527: stachyose degradation|g__Blautia.s__Blautia_wexlerae	8.6788212643
PWY-6527: stachyose degradation|g__Dorea.s__Dorea_longicatena	8.0381774445
PWY-6527: stachyose degradation|g__Hungatella.s__Hungatella_hathewayi	2.1364746613
PWY-6527: stachyose degradation|g__Lachnoclostridium.s__Clostridium_clostridioforme	1.6355169685
PWY66-399: gluconeogenesis III	221.8422434027
PWY66-399: gluconeogenesis III|unclassified	40.4489453799
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	220.9398006919
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|g__Alistipes.s__Alistipes_finegoldii	18.5632249278
PWY-5989: stearate biosynthesis II (bacteria and plants)	220.8338231899
PWY-5989: stearate biosynthesis II (bacteria and plants)|g__Alistipes.s__Alistipes_finegoldii	17.2780571504
PWY0-862: (5Z)-dodecenoate biosynthesis I	219.2590208560
PWY0-862: (5Z)-dodecenoate biosynthesis I|g__Alistipes.s__Alistipes_finegoldii	18.4970991227
PWY-6859: all-trans-farnesol biosynthesis	213.4205120458
PWY-2941: L-lysine biosynthesis II	211.2253204366
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation	207.0351366866
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	19.2514730200
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation|unclassified	7.6945408772
PWY-6823: molybdopterin biosynthesis	191.7886371712
PWY-6823: molybdopterin biosynthesis|unclassified	32.4046601289
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Blautia_sp	22.7511663340
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Ruminococcus_torques	21.9453374989
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Blautia_obeum	21.0279820170
PWY-6823: molybdopterin biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	19.6378518145
PWY-6823: molybdopterin biosynthesis|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_56	6.7855917464
PWY-6823: molybdopterin biosynthesis|g__Roseburia.s__Roseburia_faecis	6.4927868101
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Blautia_wexlerae	5.0304222977
PWY-6823: molybdopterin biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	4.1084934467
PWY-6823: molybdopterin biosynthesis|g__Eggerthella.s__Eggerthella_lenta	3.4671073843
PWY-6936: seleno-amino acid biosynthesis (plants)	181.9298391121
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Eubacterium.s__Eubacterium_eligens	14.8850304905
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Blautia.s__Ruminococcus_torques	10.9438585071
PWY-6936: seleno-amino acid biosynthesis (plants)|unclassified	8.7364700108
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Anaerostipes.s__Anaerostipes_hadrus	6.7930940271
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	180.7249957084
PWY0-1261: anhydromuropeptides recycling I	180.7076905002
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I	174.8176579322
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Blautia.s__Ruminococcus_torques	26.6866639585
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|unclassified	10.3756823926
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Anaerostipes.s__Anaerostipes_hadrus	4.9440040426
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Blautia.s__Blautia_obeum	3.3127434445
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	1.9124394773
PWY-5100: pyruvate fermentation to acetate and lactate II	174.8176579322
PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified	28.1573083731
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Blautia.s__Ruminococcus_torques	26.6866639585
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Anaerostipes.s__Anaerostipes_hadrus	6.9342630616
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Blautia.s__Blautia_obeum	3.3127434445
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	1.9124394773
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	165.4352740638
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|unclassified	37.5642820461
PWY-7242: D-fructuronate degradation	158.3852441692
PWY-7242: D-fructuronate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	29.5992169939
PWY-7242: D-fructuronate degradation|unclassified	20.0880986222
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	158.0688152054
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Dialister.s__Dialister_invisus	17.1336384095
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Ruminococcus.s__Ruminococcus_bicirculans	10.5322168389
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_124	9.8747877771
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|unclassified	8.9312532443
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Bilophila.s__Bilophila_wadsworthia	6.1410595815
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Eggerthella.s__Eggerthella_lenta	5.5400374582
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	155.9400946825
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	15.7291674521
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Blautia.s__Blautia_obeum	1.7635019010
P441-PWY: superpathway of N-acetylneuraminate degradation	154.4576462853
PWY-6608: guanosine nucleotides degradation III	146.5875213951
PWY-6608: guanosine nucleotides degradation III|unclassified	25.2257391255
PWY-6608: guanosine nucleotides degradation III|g__Blautia.s__Ruminococcus_torques	21.1796764439
PWY-6608: guanosine nucleotides degradation III|g__Blautia.s__Blautia_obeum	9.0136030872
PWY-6608: guanosine nucleotides degradation III|g__Blautia.s__Blautia_wexlerae	6.1157450844
PWY-6608: guanosine nucleotides degradation III|g__Anaerostipes.s__Anaerostipes_hadrus	5.8405393138
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	140.4010265861
PWY-7761: NAD salvage pathway II (PNC IV cycle)	127.2862622165
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	120.4386500199
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Dialister.s__Dialister_invisus	14.9892191190
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Eubacterium.s__Eubacterium_eligens	9.9669691196
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Ruminococcus.s__Ruminococcus_bicirculans	9.9487642466
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Blautia.s__Blautia_sp	9.0894140273
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|unclassified	7.0319841768
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Blautia.s__Blautia_wexlerae	6.3563778204
GALACTUROCAT-PWY: D-galacturonate degradation I	117.0470252070
GALACTUROCAT-PWY: D-galacturonate degradation I|unclassified	57.7049184662
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	33.2095830419
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	114.7973234384
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|unclassified	14.4053399582
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|g__Blautia.s__Ruminococcus_torques	10.3215821786
P164-PWY: purine nucleobases degradation I (anaerobic)	112.7596358170
METH-ACETATE-PWY: methanogenesis from acetate	111.7177600307
METH-ACETATE-PWY: methanogenesis from acetate|g__Blautia.s__Ruminococcus_torques	16.9228268152
METH-ACETATE-PWY: methanogenesis from acetate|g__Blautia.s__Blautia_wexlerae	5.9601483181
METH-ACETATE-PWY: methanogenesis from acetate|g__Blautia.s__Blautia_obeum	3.4362377127
METH-ACETATE-PWY: methanogenesis from acetate|g__Blautia.s__Blautia_sp_CAG_257	1.7296437765
PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)	107.6837848504
PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)|unclassified	21.6066633354
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	104.4765214588
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|unclassified	31.8324234505
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Blautia.s__Ruminococcus_torques	29.9388146970
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	100.4005143010
PPGPPMET-PWY: ppGpp metabolism	98.8335721050
PWY-7356: thiamine diphosphate salvage IV (yeast)	87.9556307560
PWY66-409: superpathway of purine nucleotide salvage	86.3744468809
PWY-5497: purine nucleobases degradation II (anaerobic)	83.6479469117
PWY-6353: purine nucleotides degradation II (aerobic)	80.5765878501
FUCCAT-PWY: fucose degradation	80.0670454657
FUCCAT-PWY: fucose degradation|g__Blautia.s__Ruminococcus_torques	24.2144768513
PWY-702: L-methionine biosynthesis II	78.9907330435
PWY-702: L-methionine biosynthesis II|g__Blautia.s__Ruminococcus_torques	12.8838848816
PWY-702: L-methionine biosynthesis II|unclassified	10.5934630754
PWY-5838: superpathway of menaquinol-8 biosynthesis I	77.4668110192
PWY-6895: superpathway of thiamine diphosphate biosynthesis II	76.3256464889
PWY-5897: superpathway of menaquinol-11 biosynthesis	68.5476216682
PWY-5898: superpathway of menaquinol-12 biosynthesis	68.5476216682
PWY-5899: superpathway of menaquinol-13 biosynthesis	68.5476216682
FERMENTATION-PWY: mixed acid fermentation	65.8332211244
FERMENTATION-PWY: mixed acid fermentation|unclassified	25.3209812201
PWY-6531: mannitol cycle	62.5864270145
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	60.9510229409
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	28.8440266863
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|unclassified	20.4118383424
PWY-6906: chitin derivatives degradation	58.5757494201
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	53.7440485289
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I	53.4526478604
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	52.1627199703
PWY-5005: biotin biosynthesis II	51.6571296356
PWY0-1479: tRNA processing	45.0554307160
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	44.3239336963
PWY-6606: guanosine nucleotides degradation II	43.2882861128
CENTFERM-PWY: pyruvate fermentation to butanoate	43.2577227183
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	41.7521910139
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|unclassified	21.6353740306
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|g__Anaerostipes.s__Anaerostipes_hadrus	5.7943723794
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)	37.7691996880
LACTOSECAT-PWY: lactose and galactose degradation I	34.1937958237
PWY-8131: 5'-deoxyadenosine degradation II	32.8472218328
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	31.6881515083
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Blautia.s__Ruminococcus_torques	14.8431656015
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	29.2633048063
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)|unclassified	8.4021846874
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	28.0671308990
PWY-7234: inosine-5'-phosphate biosynthesis III	27.9239373978
PWY-7234: inosine-5'-phosphate biosynthesis III|unclassified	26.2298501467
PWY-7992: superpathway of menaquinol-8 biosynthesis III	27.8441997294
PWY1ZNC-1: assimilatory sulfate reduction IV	25.6470490717
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	24.8516850861
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol|unclassified	5.6237211715
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol|g__Anaerostipes.s__Anaerostipes_hadrus	3.7418949673
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	24.5287543887
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|unclassified	10.8199030612
PWY-6415: L-ascorbate biosynthesis V (euglena, D-galacturonate pathway)	24.4190986600
PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis	24.0757569794
GLUDEG-I-PWY: GABA shunt	23.2141819953
PWY-5022: 4-aminobutanoate degradation V	23.1973151496
PWY-6549: L-glutamine biosynthesis III	23.0831441263
PWY-7013: (S)-propane-1,2-diol degradation	22.8977324409
PWY-7013: (S)-propane-1,2-diol degradation|g__Eubacterium.s__Eubacterium_hallii	9.4011929598
PWY-5676: acetyl-CoA fermentation to butanoate II	20.1222319269
HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)	19.5580211597
HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)|g__Parasutterella.s__Parasutterella_excrementihominis	5.6962310300
PWY-5367: petroselinate biosynthesis	17.7648331898
PWY-5367: petroselinate biosynthesis|g__Blautia.s__Ruminococcus_torques	15.1137715159
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	17.3286551215
PWY-4041: &gamma;-glutamyl cycle	17.0817289636
PWY-5690: TCA cycle II (plants and fungi)	16.9794244693
DAPLYSINESYN-PWY: L-lysine biosynthesis I	16.6180661781
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	15.1707265356
P42-PWY: incomplete reductive TCA cycle	14.7984125813
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	14.7550184126
