# Pathway	28-7A-1-1_Abundance
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	163.4335487787
PWY-6703: preQ0 biosynthesis|g__Dialister.s__Dialister_invisus	71.8235630067
PWY-6703: preQ0 biosynthesis|g__Blautia.s__Blautia_sp	47.9475982768
PWY-6703: preQ0 biosynthesis|g__Eubacterium.s__Eubacterium_hallii	31.4723016285
PWY-6703: preQ0 biosynthesis|g__Eubacterium.s__Eubacterium_eligens	24.4079522499
PWY-6703: preQ0 biosynthesis|unclassified	20.5146899318
PWY-6703: preQ0 biosynthesis|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_41	17.3169869493
PWY-6703: preQ0 biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	17.0823285426
PWY-6703: preQ0 biosynthesis|g__Odoribacter.s__Odoribacter_splanchnicus	12.2519758720
PWY-6703: preQ0 biosynthesis|g__Blautia.s__Ruminococcus_torques	12.1217939201
PWY-6703: preQ0 biosynthesis|g__Blautia.s__Blautia_sp_CAG_52	5.1801873474
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	1850.5896489425
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Bacteroides.s__Bacteroides_vulgatus	694.5889368984
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|unclassified	110.7047470647
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	58.7502679437
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Blautia.s__Blautia_obeum	44.1672131374
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Blautia.s__Blautia_wexlerae	30.2610524331
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Blautia.s__Ruminococcus_torques	18.1862095038
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Eubacterium.s__Eubacterium_eligens	17.0156565182
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Anaerostipes.s__Anaerostipes_hadrus	11.6883291760
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Odoribacter.s__Odoribacter_splanchnicus	10.8471315328
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	1816.7407666234
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	780.9653893337
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	220.1458129691
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|unclassified	100.4052365949
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Blautia.s__Ruminococcus_torques	68.8842189156
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Blautia.s__Blautia_obeum	13.5863681780
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Odoribacter.s__Odoribacter_splanchnicus	12.4004591321
THISYN-PWY: superpathway of thiamine diphosphate biosynthesis I	1813.3308196429
THISYN-PWY: superpathway of thiamine diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	535.5247275865
THISYN-PWY: superpathway of thiamine diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	155.1405731893
THISYN-PWY: superpathway of thiamine diphosphate biosynthesis I|unclassified	27.9414863392
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	1807.8627011301
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	652.6569640947
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	536.5506491311
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Dialister.s__Dialister_invisus	48.5299624042
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|unclassified	23.5988696853
PWY-5941: glycogen degradation II	1803.0208695164
PWY-5941: glycogen degradation II|unclassified	142.2650049350
PWY-5941: glycogen degradation II|g__Dorea.s__Dorea_longicatena	111.9078893225
PWY-5941: glycogen degradation II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	104.9659769312
PWY-5941: glycogen degradation II|g__Blautia.s__Blautia_obeum	102.3281129495
PWY-5941: glycogen degradation II|g__Blautia.s__Blautia_sp	82.5112232934
PWY-5941: glycogen degradation II|g__Blautia.s__Ruminococcus_torques	78.1589106008
PWY-5941: glycogen degradation II|g__Blautia.s__Blautia_wexlerae	62.9156553598
PWY-5941: glycogen degradation II|g__Eubacterium.s__Eubacterium_hallii	45.9502570595
PWY-5941: glycogen degradation II|g__Eubacterium.s__Eubacterium_eligens	30.7299954071
PWY-5941: glycogen degradation II|g__Anaerostipes.s__Anaerostipes_hadrus	21.5433742203
PWY-5941: glycogen degradation II|g__Blautia.s__Blautia_sp_CAG_52	11.4893962086
PWY-5941: glycogen degradation II|g__Lachnoclostridium.s__Clostridium_clostridioforme	6.3075878250
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	1762.7300524812
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	751.3222841689
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	179.9920757670
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Dialister.s__Dialister_invisus	59.0304894940
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Eggerthella.s__Eggerthella_lenta	19.0442461959
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|unclassified	16.3355359501
PWY-6629: superpathway of L-tryptophan biosynthesis	1753.2972738290
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Blautia.s__Ruminococcus_torques	124.7176623736
PWY-6629: superpathway of L-tryptophan biosynthesis|unclassified	89.4360575291
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Blautia.s__Blautia_sp	56.6811809250
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Blautia.s__Blautia_obeum	42.8853356871
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Blautia.s__Blautia_wexlerae	28.5241928530
PWY-6629: superpathway of L-tryptophan biosynthesis|g__Eubacterium.s__Eubacterium_eligens	20.2884883153
PWY-3001: superpathway of L-isoleucine biosynthesis I	1667.4113594754
PWY-3001: superpathway of L-isoleucine biosynthesis I|unclassified	159.6547895202
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Blautia.s__Ruminococcus_torques	30.1244349027
PWY-6897: thiamine diphosphate salvage II	1631.8043000748
PWY-6897: thiamine diphosphate salvage II|g__Bacteroides.s__Bacteroides_uniformis	535.3653646971
PWY-6897: thiamine diphosphate salvage II|g__Bacteroides.s__Bacteroides_ovatus	152.5000473826
PWY-6897: thiamine diphosphate salvage II|g__Dialister.s__Dialister_invisus	81.9509897106
PWY-6897: thiamine diphosphate salvage II|unclassified	77.9631441185
PWY-6897: thiamine diphosphate salvage II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	25.0502833142
PWY-6897: thiamine diphosphate salvage II|g__Blautia.s__Ruminococcus_torques	11.2684611509
PWY-6897: thiamine diphosphate salvage II|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	10.9837318287
PWY-6897: thiamine diphosphate salvage II|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	10.1850338032
PWY-6897: thiamine diphosphate salvage II|g__Asaccharobacter.s__Asaccharobacter_celatus	2.3088261368
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	1628.0634472014
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|unclassified	186.4440359268
PWY-5484: glycolysis II (from fructose 6-phosphate)	1622.9244916586
PWY-5484: glycolysis II (from fructose 6-phosphate)|unclassified	176.0527954920
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	1615.3270791321
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	1609.0748367945
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|unclassified	441.5371270368
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Blautia.s__Ruminococcus_torques	135.1693846915
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	77.5204531906
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Blautia.s__Blautia_wexlerae	71.9087830608
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Dorea.s__Dorea_longicatena	62.6127879060
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Gemmiger.s__Gemmiger_formicilis	39.0921358545
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Ruminococcus.s__Ruminococcus_bicirculans	30.0997627107
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Eubacterium.s__Eubacterium_eligens	23.4304745128
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Anaerostipes.s__Anaerostipes_hadrus	13.1677106819
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	4.4949067769
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	1581.9823787577
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	697.3059954753
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	175.4144213674
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Eggerthella.s__Eggerthella_lenta	15.1169786386
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|unclassified	12.8665341601
ARGININE-SYN4-PWY: L-ornithine biosynthesis II	1570.9149483831
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	601.6872359340
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	495.4376648502
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	173.5206778097
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	1550.2187029135
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Blautia.s__Ruminococcus_torques	54.5616434772
HISDEG-PWY: L-histidine degradation I	1536.0427008715
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_vulgatus	568.9496386443
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_uniformis	547.6163183783
HISDEG-PWY: L-histidine degradation I|unclassified	187.2817384798
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_ovatus	137.3908486765
HISDEG-PWY: L-histidine degradation I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_124	20.2470410865
HISDEG-PWY: L-histidine degradation I|g__Parabacteroides.s__Parabacteroides_merdae	10.4594234186
HISDEG-PWY: L-histidine degradation I|g__Odoribacter.s__Odoribacter_splanchnicus	6.8063129717
CALVIN-PWY: Calvin-Benson-Bassham cycle	1535.1130712827
CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified	140.8246904362
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Blautia.s__Ruminococcus_torques	103.2287138607
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Blautia.s__Blautia_wexlerae	66.2731420004
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Blautia.s__Blautia_sp	30.6018968168
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Anaerostipes.s__Anaerostipes_hadrus	25.1683544844
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Eubacterium.s__Eubacterium_eligens	20.7663286853
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Blautia.s__Blautia_obeum	11.3313389863
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Dorea.s__Dorea_longicatena	8.8391295449
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Lachnoclostridium.s__Clostridium_clostridioforme	6.9280012418
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Hungatella.s__Hungatella_hathewayi	6.7555238847
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	4.6981474178
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I	1519.7416440692
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	557.3645072616
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	155.1342395617
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Blautia_sp	76.7042932200
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Blautia_wexlerae	63.8577207415
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Blautia_obeum	29.9419289152
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Eubacterium.s__Eubacterium_eligens	28.7471858649
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Ruminococcus_torques	26.5220492799
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	24.5089979037
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|unclassified	7.9656034449
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Blautia_sp_CAG_52	5.3202592428
PWY-6270: isoprene biosynthesis I	1511.2701206512
PWY-6270: isoprene biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	153.3924518821
PWY-6270: isoprene biosynthesis I|g__Blautia.s__Ruminococcus_torques	128.5679023619
PWY-6270: isoprene biosynthesis I|g__Dorea.s__Dorea_longicatena	56.7172481182
PWY-6270: isoprene biosynthesis I|g__Blautia.s__Blautia_wexlerae	26.5138812911
PWY-6270: isoprene biosynthesis I|g__Eubacterium.s__Eubacterium_eligens	17.5742869671
PWY-7237: myo-, chiro- and scyllo-inositol degradation	1486.9241538428
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Bacteroides.s__Bacteroides_ovatus	319.9073926752
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Blautia.s__Ruminococcus_torques	313.5710232977
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Blautia.s__Blautia_obeum	79.0366072049
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	71.4433568011
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Blautia.s__Blautia_sp	70.5737683945
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Dorea.s__Dorea_longicatena	66.6404775378
PWY-7237: myo-, chiro- and scyllo-inositol degradation|unclassified	60.4500239683
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Blautia.s__Blautia_wexlerae	54.4388970171
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Oscillibacter.s__Oscillibacter_sp_57_20	39.8142365736
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Eubacterium.s__Eubacterium_eligens	38.7395258740
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Anaerostipes.s__Anaerostipes_hadrus	38.5844291698
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Agathobaculum.s__Agathobaculum_butyriciproducens	32.7496573663
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	8.7656680667
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Roseburia.s__Roseburia_intestinalis	2.2935900471
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Roseburia.s__Roseburia_inulinivorans	2.2883325151
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	1485.6703153530
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|unclassified	292.3160579392
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|g__Blautia.s__Ruminococcus_torques	9.4536216561
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	1471.7010242676
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Bacteroides.s__Bacteroides_uniformis	555.7575704040
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Bacteroides.s__Bacteroides_ovatus	150.0698414013
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Blautia.s__Blautia_obeum	103.6320652838
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Dialister.s__Dialister_invisus	84.5400431392
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Dorea.s__Dorea_longicatena	67.0809780474
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	62.2346235899
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|unclassified	56.9713117858
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Eubacterium.s__Eubacterium_hallii	36.0878816064
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Blautia.s__Blautia_wexlerae	28.9995631400
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Blautia.s__Ruminococcus_torques	20.4343388012
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Anaerostipes.s__Anaerostipes_hadrus	16.3055251605
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	12.2129190817
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	11.8444568606
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Parasutterella.s__Parasutterella_excrementihominis	8.0336489962
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Agathobaculum.s__Agathobaculum_butyriciproducens	6.0852519248
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|g__Asaccharobacter.s__Asaccharobacter_celatus	4.0856796222
TRPSYN-PWY: L-tryptophan biosynthesis	1470.2325015251
TRPSYN-PWY: L-tryptophan biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	447.4838849042
TRPSYN-PWY: L-tryptophan biosynthesis|g__Blautia.s__Ruminococcus_torques	125.1713340308
TRPSYN-PWY: L-tryptophan biosynthesis|g__Blautia.s__Blautia_wexlerae	57.7815447162
TRPSYN-PWY: L-tryptophan biosynthesis|g__Blautia.s__Blautia_sp	54.6070544413
TRPSYN-PWY: L-tryptophan biosynthesis|unclassified	47.0814485089
TRPSYN-PWY: L-tryptophan biosynthesis|g__Ruminococcus.s__Ruminococcus_bicirculans	32.8402381039
TRPSYN-PWY: L-tryptophan biosynthesis|g__Blautia.s__Blautia_obeum	28.8467039990
TRPSYN-PWY: L-tryptophan biosynthesis|g__Eubacterium.s__Eubacterium_hallii	22.1169929719
TRPSYN-PWY: L-tryptophan biosynthesis|g__Eubacterium.s__Eubacterium_eligens	21.2439200953
TRPSYN-PWY: L-tryptophan biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	19.3327865027
TRPSYN-PWY: L-tryptophan biosynthesis|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	8.2137987065
TRPSYN-PWY: L-tryptophan biosynthesis|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_41	7.8041754892
PWY-7560: methylerythritol phosphate pathway II	1442.6199608492
PWY-7560: methylerythritol phosphate pathway II|g__Bacteroides.s__Bacteroides_ovatus	152.1754628527
PWY-7560: methylerythritol phosphate pathway II|g__Blautia.s__Ruminococcus_torques	127.7593746753
PWY-7560: methylerythritol phosphate pathway II|g__Dorea.s__Dorea_longicatena	54.8438348527
PWY-7560: methylerythritol phosphate pathway II|g__Blautia.s__Blautia_obeum	52.8680296199
PWY-7560: methylerythritol phosphate pathway II|g__Blautia.s__Blautia_wexlerae	24.5355200247
PWY-7560: methylerythritol phosphate pathway II|g__Eubacterium.s__Eubacterium_eligens	16.9076309458
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	1436.3925337807
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|unclassified	361.3485120660
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Blautia.s__Ruminococcus_torques	135.7034397847
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	80.2625491445
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Blautia.s__Blautia_wexlerae	65.3941666589
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Dorea.s__Dorea_longicatena	61.4626233115
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Blautia.s__Blautia_sp	56.0056647002
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Gemmiger.s__Gemmiger_formicilis	37.2860155293
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Ruminococcus.s__Ruminococcus_bicirculans	32.4053612319
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Eubacterium.s__Eubacterium_eligens	26.6259947279
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Eubacterium.s__Eubacterium_hallii	18.9213822180
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Anaerostipes.s__Anaerostipes_hadrus	14.9003977871
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Blautia.s__Blautia_obeum	11.3096312415
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Asaccharobacter.s__Asaccharobacter_celatus	8.8481685343
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	7.1046470780
PWY0-1296: purine ribonucleosides degradation	1428.3045329807
PWY0-1296: purine ribonucleosides degradation|g__Blautia.s__Ruminococcus_torques	115.7037623945
PWY0-1296: purine ribonucleosides degradation|g__Blautia.s__Blautia_obeum	107.7582732110
PWY0-1296: purine ribonucleosides degradation|unclassified	106.5045287266
PWY0-1296: purine ribonucleosides degradation|g__Dorea.s__Dorea_longicatena	56.8605941674
PWY0-1296: purine ribonucleosides degradation|g__Blautia.s__Blautia_sp	50.7279114724
PWY0-1296: purine ribonucleosides degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	38.1553894002
PWY0-1296: purine ribonucleosides degradation|g__Blautia.s__Blautia_wexlerae	34.9340996118
PWY0-1296: purine ribonucleosides degradation|g__Gemmiger.s__Gemmiger_formicilis	33.8262107907
PWY0-1296: purine ribonucleosides degradation|g__Eubacterium.s__Eubacterium_eligens	24.8534484883
PWY0-1296: purine ribonucleosides degradation|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_124	20.8850585331
PWY0-1296: purine ribonucleosides degradation|g__Anaerostipes.s__Anaerostipes_hadrus	20.2417501435
PWY0-1296: purine ribonucleosides degradation|g__Lachnoclostridium.s__Clostridium_clostridioforme	5.7149593277
PWY0-1296: purine ribonucleosides degradation|g__Blautia.s__Blautia_sp_CAG_52	5.2090053699
PWY0-1296: purine ribonucleosides degradation|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	4.9638690397
PWY0-1296: purine ribonucleosides degradation|g__Hungatella.s__Hungatella_hathewayi	2.1587084203
ANAEROFRUCAT-PWY: homolactic fermentation	1422.6226671413
ANAEROFRUCAT-PWY: homolactic fermentation|unclassified	167.0952945357
PWY-7111: pyruvate fermentation to isobutanol (engineered)	1393.9133246345
PWY-7111: pyruvate fermentation to isobutanol (engineered)|unclassified	288.9366046176
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Blautia.s__Ruminococcus_torques	87.2041734195
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Blautia.s__Blautia_wexlerae	37.1620339530
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	32.7696419033
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Eubacterium.s__Eubacterium_hallii	23.2378930161
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Blautia.s__Blautia_obeum	16.7214720720
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Eubacterium.s__Eubacterium_eligens	16.3823971229
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Anaerostipes.s__Anaerostipes_hadrus	12.4666411220
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Agathobaculum.s__Agathobaculum_butyriciproducens	9.5292768754
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Hungatella.s__Hungatella_hathewayi	8.4215796176
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Roseburia.s__Roseburia_faecis	5.7748579942
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Lachnoclostridium.s__Clostridium_clostridioforme	5.0336167860
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	1379.8931407023
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Bacteroides.s__Bacteroides_uniformis	563.7312505628
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Bacteroides.s__Bacteroides_ovatus	139.5086256242
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Eubacterium.s__Eubacterium_hallii	18.7211343530
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Blautia.s__Ruminococcus_torques	11.9571080128
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	5.8575462572
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	1310.6242370022
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	585.0053535959
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	135.2066068660
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|unclassified	50.9983156021
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	1310.2865239490
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)|g__Bacteroides.s__Bacteroides_vulgatus	591.2178099224
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	1307.2770904509
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|unclassified	71.4234645276
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	1307.2770904509
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|unclassified	71.4234645276
PWY-7208: superpathway of pyrimidine nucleobases salvage	1302.5074823567
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Dialister.s__Dialister_invisus	57.3330446175
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Blautia.s__Blautia_obeum	28.9518821701
