# Pathway	33-6-2_Abundance
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Dorea.s__Dorea_longicatena	111.0568693357
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Bacteroides.s__Bacteroides_uniformis	109.1121619393
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Blautia.s__Blautia_sp	91.9957882546
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Blautia.s__Blautia_obeum	62.2590210871
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Blautia.s__Blautia_wexlerae	36.2269302931
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|unclassified	18.7927729957
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I	1009.0190423583
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Blautia.s__Ruminococcus_torques	237.2571800701
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|unclassified	115.7411414991
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Blautia.s__Blautia_sp	86.3043093089
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Anaerostipes.s__Anaerostipes_hadrus	59.7532330472
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Eubacterium.s__Eubacterium_hallii	52.1952954000
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Blautia.s__Blautia_obeum	48.8517354630
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Lachnoclostridium.s__Clostridium_clostridioforme	24.6068089483
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Blautia.s__Blautia_wexlerae	13.4429961100
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Roseburia.s__Roseburia_faecis	11.3188666379
HISTSYN-PWY: L-histidine biosynthesis	1004.7751082620
HISTSYN-PWY: L-histidine biosynthesis|unclassified	191.9958667516
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	131.0686703429
HISTSYN-PWY: L-histidine biosynthesis|g__Blautia.s__Blautia_sp	97.6007694757
HISTSYN-PWY: L-histidine biosynthesis|g__Blautia.s__Ruminococcus_torques	87.8969790113
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	30.2873953917
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	30.2185178575
HISTSYN-PWY: L-histidine biosynthesis|g__Dorea.s__Dorea_longicatena	20.2018865009
HISTSYN-PWY: L-histidine biosynthesis|g__Eggerthella.s__Eggerthella_lenta	17.2562473269
PANTO-PWY: phosphopantothenate biosynthesis I	970.1001640717
PANTO-PWY: phosphopantothenate biosynthesis I|unclassified	122.2570575196
PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	110.5942283139
PANTO-PWY: phosphopantothenate biosynthesis I|g__Blautia.s__Ruminococcus_torques	77.6030582905
PANTO-PWY: phosphopantothenate biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	68.1408153849
PANTO-PWY: phosphopantothenate biosynthesis I|g__Dorea.s__Dorea_longicatena	42.5773310557
PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	37.7889853682
PANTO-PWY: phosphopantothenate biosynthesis I|g__Blautia.s__Blautia_wexlerae	34.3907891894
PANTO-PWY: phosphopantothenate biosynthesis I|g__Eggerthella.s__Eggerthella_lenta	27.2644288822
PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	26.0064645399
PANTO-PWY: phosphopantothenate biosynthesis I|g__Eubacterium.s__Eubacterium_hallii	19.9330913746
PANTO-PWY: phosphopantothenate biosynthesis I|g__Asaccharobacter.s__Asaccharobacter_celatus	12.8625327240
PANTO-PWY: phosphopantothenate biosynthesis I|g__Blautia.s__Ruminococcus_gnavus	12.6621760780
PANTO-PWY: phosphopantothenate biosynthesis I|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	6.5055444704
PWY-7199: pyrimidine deoxyribonucleosides salvage	967.5711529652
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Blautia.s__Ruminococcus_torques	139.0800553356
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_uniformis	133.6202923179
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Blautia.s__Blautia_sp	102.8743532234
PWY-7199: pyrimidine deoxyribonucleosides salvage|unclassified	98.9582269858
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_83	59.4973529262
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_ovatus	41.4570812119
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_103	39.2063120865
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_vulgatus	28.9235077207
TRPSYN-PWY: L-tryptophan biosynthesis	958.4482792845
TRPSYN-PWY: L-tryptophan biosynthesis|g__Blautia.s__Ruminococcus_torques	166.7188799965
TRPSYN-PWY: L-tryptophan biosynthesis|g__Blautia.s__Blautia_sp	108.3935421897
TRPSYN-PWY: L-tryptophan biosynthesis|unclassified	83.2563245985
TRPSYN-PWY: L-tryptophan biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	70.9983329545
TRPSYN-PWY: L-tryptophan biosynthesis|g__Blautia.s__Blautia_obeum	64.7801725222
TRPSYN-PWY: L-tryptophan biosynthesis|g__Blautia.s__Blautia_wexlerae	62.6090789305
TRPSYN-PWY: L-tryptophan biosynthesis|g__Ruminococcus.s__Ruminococcus_bicirculans	33.7463768225
TRPSYN-PWY: L-tryptophan biosynthesis|g__Eubacterium.s__Eubacterium_hallii	32.1938514508
TRPSYN-PWY: L-tryptophan biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	23.0892600149
TRPSYN-PWY: L-tryptophan biosynthesis|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_41	15.6046938458
TRPSYN-PWY: L-tryptophan biosynthesis|g__Lachnoclostridium.s__Clostridium_clostridioforme	13.3629907205
TRPSYN-PWY: L-tryptophan biosynthesis|g__Blautia.s__Blautia_sp_CAG_52	12.5264885917
TRPSYN-PWY: L-tryptophan biosynthesis|g__Roseburia.s__Roseburia_sp_CAG_182	10.6002342510
TRPSYN-PWY: L-tryptophan biosynthesis|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	5.8443969432
HSERMETANA-PWY: L-methionine biosynthesis III	945.2017761728
HSERMETANA-PWY: L-methionine biosynthesis III|g__Dorea.s__Dorea_longicatena	156.3595763972
HSERMETANA-PWY: L-methionine biosynthesis III|unclassified	136.4417647614
HSERMETANA-PWY: L-methionine biosynthesis III|g__Blautia.s__Blautia_sp	109.3546450886
HSERMETANA-PWY: L-methionine biosynthesis III|g__Blautia.s__Ruminococcus_torques	103.0518370362
HSERMETANA-PWY: L-methionine biosynthesis III|g__Anaerostipes.s__Anaerostipes_hadrus	69.7688116345
HSERMETANA-PWY: L-methionine biosynthesis III|g__Blautia.s__Blautia_wexlerae	66.2713732512
HSERMETANA-PWY: L-methionine biosynthesis III|g__Ruminococcus.s__Ruminococcus_bicirculans	30.7419269812
HSERMETANA-PWY: L-methionine biosynthesis III|g__Roseburia.s__Roseburia_faecis	5.1082099158
PWY-6527: stachyose degradation	931.5562345856
PWY-6527: stachyose degradation|g__Blautia.s__Ruminococcus_torques	189.0425794352
PWY-6527: stachyose degradation|g__Blautia.s__Blautia_obeum	107.9260885306
PWY-6527: stachyose degradation|g__Blautia.s__Blautia_wexlerae	79.1243516431
PWY-6527: stachyose degradation|unclassified	68.9817647718
PWY-6527: stachyose degradation|g__Dorea.s__Dorea_longicatena	35.0574976369
PWY-6527: stachyose degradation|g__Ruminococcus.s__Ruminococcus_bicirculans	24.6062966890
PWY-6527: stachyose degradation|g__Roseburia.s__Roseburia_faecis	9.7404160257
PWY-6527: stachyose degradation|g__Blautia.s__Ruminococcus_gnavus	8.7317636411
PWY-6527: stachyose degradation|g__Lachnoclostridium.s__Clostridium_clostridioforme	5.1487931421
PWY-6527: stachyose degradation|g__Hungatella.s__Hungatella_hathewayi	4.8084248694
PWY-5100: pyruvate fermentation to acetate and lactate II	925.6367903567
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Blautia.s__Ruminococcus_torques	119.7731628051
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Anaerostipes.s__Anaerostipes_hadrus	62.3038819288
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Blautia.s__Blautia_obeum	61.5467124830
PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified	61.0962282850
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Eggerthella.s__Eggerthella_lenta	22.5429949426
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Roseburia.s__Roseburia_sp_CAG_182	5.7422845438
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Blautia.s__Blautia_wexlerae	4.7322669338
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I	925.6367903567
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Blautia.s__Ruminococcus_torques	119.7731628051
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Blautia.s__Blautia_obeum	61.5467124830
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Anaerostipes.s__Anaerostipes_hadrus	52.8482382919
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Eggerthella.s__Eggerthella_lenta	16.8195688186
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|unclassified	12.0806523183
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Roseburia.s__Roseburia_sp_CAG_182	5.7422845438
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Blautia.s__Blautia_wexlerae	4.7322669338
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	913.7626342412
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Blautia.s__Ruminococcus_torques	172.3814487077
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Bacteroides.s__Bacteroides_uniformis	86.3913337853
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|unclassified	79.1513056073
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Dorea.s__Dorea_longicatena	55.5472555891
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Anaerostipes.s__Anaerostipes_hadrus	51.8587481158
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Eubacterium.s__Eubacterium_hallii	39.2827446670
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Bacteroides.s__Bacteroides_ovatus	38.1397607686
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Bacteroides.s__Bacteroides_vulgatus	38.0979516750
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Ruminococcus.s__Ruminococcus_bicirculans	36.0964141097
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Lachnoclostridium.s__Clostridium_clostridioforme	6.6509875549
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Hungatella.s__Hungatella_hathewayi	1.9955780472
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I	896.9811376083
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Blautia_sp	128.8082976178
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	118.0518871109
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Blautia_wexlerae	87.1084691112
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|unclassified	70.3448401511
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	42.6885097198
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Ruminococcus_torques	31.2990522889
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Blautia_obeum	29.0807340215
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	27.0448788638
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I|g__Blautia.s__Blautia_sp_CAG_52	4.4456739146
PWY-7237: myo-, chiro- and scyllo-inositol degradation	870.0134058100
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Blautia.s__Ruminococcus_torques	526.3256516161
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Dorea.s__Dorea_longicatena	145.3916971848
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Blautia.s__Blautia_sp	114.4977757344
PWY-7237: myo-, chiro- and scyllo-inositol degradation|unclassified	101.7079970070
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Blautia.s__Blautia_obeum	88.8874725265
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Anaerostipes.s__Anaerostipes_hadrus	84.7453449744
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Bacteroides.s__Bacteroides_ovatus	69.8668479178
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Blautia.s__Blautia_wexlerae	33.8232051202
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Eubacterium.s__Eubacterium_eligens	10.4840895539
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Agathobaculum.s__Agathobaculum_butyriciproducens	10.3739879777
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Clostridium.s__Clostridium_disporicum	8.6741054164
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	3.8265306122
PWY-6731: starch degradation III	866.9480191201
PWY-6731: starch degradation III|g__Blautia.s__Blautia_sp	129.5201937242
PWY-6731: starch degradation III|g__Blautia.s__Blautia_obeum	73.4120642618
PWY-6731: starch degradation III|g__Blautia.s__Blautia_wexlerae	54.8488601020
PWY-6731: starch degradation III|g__Eubacterium.s__Eubacterium_hallii	45.4358693321
PWY-6731: starch degradation III|g__Blautia.s__Ruminococcus_torques	39.0127680500
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	859.3275294040
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	48.0279246016
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|unclassified	41.4157691608
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	36.5718568072
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Eggerthella.s__Eggerthella_lenta	31.6538808151
PWY-6823: molybdopterin biosynthesis	849.9097709828
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Ruminococcus_torques	166.7670764296
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Blautia_sp	139.4645378458
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Blautia_obeum	120.7783983030
PWY-6823: molybdopterin biosynthesis|unclassified	109.7947663487
PWY-6823: molybdopterin biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	31.0253219590
PWY-6823: molybdopterin biosynthesis|g__Eubacterium.s__Eubacterium_hallii	30.9437676474
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Blautia_wexlerae	11.0900825402
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Blautia_sp_CAG_52	9.8606892455
PWY-6823: molybdopterin biosynthesis|g__Roseburia.s__Roseburia_faecis	9.6984399273
PWY-6823: molybdopterin biosynthesis|g__Clostridium.s__Clostridium_disporicum	9.1367768640
PWY-6823: molybdopterin biosynthesis|g__Eggerthella.s__Eggerthella_lenta	9.0144086959
PWY-6823: molybdopterin biosynthesis|g__Lachnoclostridium.s__Clostridium_clostridioforme	5.8044630398
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	821.6762982554
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Blautia.s__Blautia_obeum	82.5458734054
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|unclassified	49.2821861522
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Anaerostipes.s__Anaerostipes_hadrus	39.5134722955
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Blautia.s__Blautia_wexlerae	37.3462174047
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Bacteroides.s__Bacteroides_vulgatus	23.0018806564
PWY-6703: preQ0 biosynthesis	811.4378837844
PWY-6703: preQ0 biosynthesis|g__Dialister.s__Dialister_invisus	164.8032574509
PWY-6703: preQ0 biosynthesis|g__Blautia.s__Blautia_sp	137.1796373076
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	103.5900099854
PWY-6703: preQ0 biosynthesis|g__Eubacterium.s__Eubacterium_hallii	68.5619299421
PWY-6703: preQ0 biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	44.7185566372
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	33.0466580672
PWY-6703: preQ0 biosynthesis|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_41	29.5231167901
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	29.1558923558
PWY-6703: preQ0 biosynthesis|unclassified	27.7047194152
PWY-6703: preQ0 biosynthesis|g__Blautia.s__Blautia_sp_CAG_52	17.5669787263
PWY-6703: preQ0 biosynthesis|g__Eubacterium.s__Eubacterium_eligens	10.3621403586
PWY-6703: preQ0 biosynthesis|g__Blautia.s__Blautia_obeum	5.7460727542
PWY-6936: seleno-amino acid biosynthesis (plants)	792.4589181912
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Blautia.s__Ruminococcus_torques	71.5744422156
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Anaerostipes.s__Anaerostipes_hadrus	47.3113177873
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Roseburia.s__Roseburia_sp_CAG_182	10.1453539836
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Streptococcus.s__Streptococcus_vestibularis	3.1429836986
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Streptococcus.s__Streptococcus_salivarius	0.7670182167
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	778.8529954511
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|unclassified	90.7438262346
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Eggerthella.s__Eggerthella_lenta	21.7730019782
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	755.0938398605
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|unclassified	106.5575296707
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	746.8010963813
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|unclassified	46.2163594567
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Eggerthella.s__Eggerthella_lenta	23.1802108384
ANAEROFRUCAT-PWY: homolactic fermentation	737.1000731071
ANAEROFRUCAT-PWY: homolactic fermentation|unclassified	30.9350121858
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	692.1954151006
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Dialister.s__Dialister_invisus	114.3630566496
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Blautia.s__Blautia_sp	82.7196387409
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Blautia.s__Ruminococcus_torques	77.9579188786
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|unclassified	56.6737880268
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Blautia.s__Blautia_wexlerae	49.2047525108
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_hadrus	39.9377912785
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Ruminococcus.s__Ruminococcus_bicirculans	32.4607019332
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_41	14.1481744531
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Eggerthella.s__Eggerthella_lenta	12.6903832033
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Blautia.s__Blautia_sp_CAG_52	10.3134548474
PWY-5484: glycolysis II (from fructose 6-phosphate)	664.9137168529
PWY-5484: glycolysis II (from fructose 6-phosphate)|unclassified	69.6752562209
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	646.4795079286
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	47.9632546267
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	35.6383232764
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Eggerthella.s__Eggerthella_lenta	29.0951299111
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|unclassified	28.0835189570
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	597.1654676862
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|unclassified	95.7064392493
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	585.6117018445
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	580.6537209150
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|unclassified	67.6568623948
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|g__Blautia.s__Ruminococcus_torques	37.8544294670
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	578.4678693190
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Dialister.s__Dialister_invisus	122.6451494788
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|unclassified	64.3070793582
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Ruminococcus.s__Ruminococcus_bicirculans	37.7452522292
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Eggerthella.s__Eggerthella_lenta	37.0052787572
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_41	12.7348965966
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Erysipelotrichaceae_unclassified.s__Erysipelotrichaceae_bacterium_3_1_53	5.2114387610
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Erysipelatoclostridium.s__Clostridium_innocuum	4.2385368546
PENTOSE-P-PWY: pentose phosphate pathway	576.7997087454
PENTOSE-P-PWY: pentose phosphate pathway|g__Lachnoclostridium.s__Clostridium_clostridioforme	8.7801236770
METH-ACETATE-PWY: methanogenesis from acetate	569.9214751878
METH-ACETATE-PWY: methanogenesis from acetate|g__Blautia.s__Ruminococcus_torques	48.5457724048
METH-ACETATE-PWY: methanogenesis from acetate|g__Blautia.s__Blautia_obeum	39.0556614471
METH-ACETATE-PWY: methanogenesis from acetate|g__Blautia.s__Blautia_wexlerae	36.2605119794
METH-ACETATE-PWY: methanogenesis from acetate|unclassified	14.0678517913
METH-ACETATE-PWY: methanogenesis from acetate|g__Blautia.s__Blautia_sp	2.0020584874
PWY-6628: superpathway of L-phenylalanine biosynthesis	565.8198461603
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	559.7091892107
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Bacteroides.s__Bacteroides_uniformis	105.0551872141
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Eubacterium.s__Eubacterium_hallii	26.4194328499
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Bacteroides.s__Bacteroides_ovatus	22.2714655653
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)|g__Blautia.s__Ruminococcus_torques	7.5356806538
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	559.2431117093
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Dialister.s__Dialister_invisus	109.2973096308
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	54.4386185989
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	45.0047612354
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Eggerthella.s__Eggerthella_lenta	25.9170781531
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|unclassified	23.9006604927
THISYN-PWY: superpathway of thiamine diphosphate biosynthesis I	558.2580085107
THISYN-PWY: superpathway of thiamine diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	106.6126345120
THISYN-PWY: superpathway of thiamine diphosphate biosynthesis I|unclassified	48.1637316722
THISYN-PWY: superpathway of thiamine diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	28.4694685111
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	557.8815075913
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|unclassified	32.9609460077
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	29.2995303810
PWY-6897: thiamine diphosphate salvage II	557.2440551835
PWY-6897: thiamine diphosphate salvage II|g__Dialister.s__Dialister_invisus	102.3729420983
PWY-6897: thiamine diphosphate salvage II|g__Bacteroides.s__Bacteroides_uniformis	95.7868495547
PWY-6897: thiamine diphosphate salvage II|unclassified	64.6972800435
PWY-6897: thiamine diphosphate salvage II|g__Bacteroides.s__Bacteroides_ovatus	24.2121375111
PWY-6897: thiamine diphosphate salvage II|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	9.3161768752
PWY-6897: thiamine diphosphate salvage II|g__Blautia.s__Ruminococcus_torques	6.5415792349
PWY-6897: thiamine diphosphate salvage II|g__Asaccharobacter.s__Asaccharobacter_celatus	4.5633083177
PWY-6608: guanosine nucleotides degradation III	555.4083590578
PWY-6608: guanosine nucleotides degradation III|g__Blautia.s__Ruminococcus_torques	192.1309705351
PWY-6608: guanosine nucleotides degradation III|g__Anaerostipes.s__Anaerostipes_hadrus	52.9070328571
PWY-6608: guanosine nucleotides degradation III|g__Blautia.s__Blautia_obeum	40.4997713000
PWY-6608: guanosine nucleotides degradation III|unclassified	33.0835069561
PWY-6608: guanosine nucleotides degradation III|g__Blautia.s__Blautia_wexlerae	26.6013111204
PWY-6608: guanosine nucleotides degradation III|g__Lachnoclostridium.s__Clostridium_clostridioforme	6.0507000855
PWY-6608: guanosine nucleotides degradation III|g__Hungatella.s__Hungatella_hathewayi	5.8333880014
GLUCONEO-PWY: gluconeogenesis I	546.9466268125
GLUCONEO-PWY: gluconeogenesis I|unclassified	150.8535239335
PWY-5973: cis-vaccenate biosynthesis	527.7889928232
PWY-5973: cis-vaccenate biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	125.6250057851
PWY-5973: cis-vaccenate biosynthesis|unclassified	31.6473680896
