# Pathway	29-7A_Abundance
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|g__Bacteroides.s__Bacteroides_ovatus	120.9850293124
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis	932.9682114581
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	451.0603850422
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	101.3340379070
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|unclassified	80.4538349464
PWY0-1296: purine ribonucleosides degradation	919.8055835566
PWY0-1296: purine ribonucleosides degradation|unclassified	93.1125424162
PWY0-1296: purine ribonucleosides degradation|g__Dorea.s__Dorea_longicatena	49.7895997655
PWY0-1296: purine ribonucleosides degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	49.1153796364
PWY0-1296: purine ribonucleosides degradation|g__Blautia.s__Blautia_obeum	33.6527756857
PWY0-1296: purine ribonucleosides degradation|g__Blautia.s__Ruminococcus_torques	26.0764806605
PWY0-1296: purine ribonucleosides degradation|g__Blautia.s__Blautia_sp	24.3267265161
PWY0-1296: purine ribonucleosides degradation|g__Gemmiger.s__Gemmiger_formicilis	15.0578799004
PWY0-1296: purine ribonucleosides degradation|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_124	13.5823517435
PWY0-1296: purine ribonucleosides degradation|g__Eubacterium.s__Eubacterium_eligens	10.8592415692
PWY0-1296: purine ribonucleosides degradation|g__Blautia.s__Blautia_wexlerae	4.8003283910
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	900.0428541947
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|unclassified	220.5951400281
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	68.5085820290
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Blautia.s__Ruminococcus_torques	66.8701587888
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Dorea.s__Dorea_longicatena	34.9424352316
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Gemmiger.s__Gemmiger_formicilis	27.4415872586
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Blautia.s__Blautia_wexlerae	22.7819744757
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Ruminococcus.s__Ruminococcus_bicirculans	21.9128865494
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Eubacterium.s__Eubacterium_eligens	21.3417372961
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Blautia.s__Blautia_sp	18.3105233257
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	4.1280543007
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	886.0878745559
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|unclassified	94.6542156690
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	886.0878745559
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|unclassified	94.6542156690
CALVIN-PWY: Calvin-Benson-Bassham cycle	882.6807144179
CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified	141.9276665277
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Blautia.s__Ruminococcus_torques	47.5801457170
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Blautia.s__Blautia_wexlerae	21.4444925580
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Blautia.s__Blautia_sp	20.7462271981
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Eubacterium.s__Eubacterium_eligens	19.7818315528
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Anaerostipes.s__Anaerostipes_hadrus	6.6732966117
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	2.4195233577
PWY-7208: superpathway of pyrimidine nucleobases salvage	878.6499710674
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Dialister.s__Dialister_invisus	25.5662148437
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Asaccharobacter.s__Asaccharobacter_celatus	8.8689175440
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	3.1177091701
RHAMCAT-PWY: L-rhamnose degradation I	878.3942096705
RHAMCAT-PWY: L-rhamnose degradation I|g__Bacteroides.s__Bacteroides_vulgatus	583.6409119405
RHAMCAT-PWY: L-rhamnose degradation I|g__Bacteroides.s__Bacteroides_ovatus	137.4528991683
RHAMCAT-PWY: L-rhamnose degradation I|unclassified	31.5566944022
RHAMCAT-PWY: L-rhamnose degradation I|g__Eubacterium.s__Eubacterium_eligens	20.3323366711
RHAMCAT-PWY: L-rhamnose degradation I|g__Blautia.s__Ruminococcus_torques	10.1899054026
RHAMCAT-PWY: L-rhamnose degradation I|g__Roseburia.s__Roseburia_faecis	6.1493745761
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	878.3469600933
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	494.2758753682
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	115.5870050001
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I	873.9275944392
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Bacteroides.s__Bacteroides_uniformis	476.4468863280
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Blautia.s__Ruminococcus_torques	50.3161836153
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Dorea.s__Dorea_longicatena	39.1587848906
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Blautia.s__Blautia_sp	18.6495373672
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|unclassified	18.6197344554
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Blautia.s__Blautia_obeum	16.8292992278
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I|g__Blautia.s__Blautia_wexlerae	13.4018840113
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)	871.1140736492
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)|g__Bacteroides.s__Bacteroides_uniformis	535.1639194442
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)|g__Parasutterella.s__Parasutterella_excrementihominis	6.8419830800
PWY-8073: lipid IVA biosynthesis (P. putida)	871.1140736492
PWY-8073: lipid IVA biosynthesis (P. putida)|g__Bacteroides.s__Bacteroides_uniformis	535.1639194442
PWY-8073: lipid IVA biosynthesis (P. putida)|g__Parasutterella.s__Parasutterella_excrementihominis	6.8419830800
CITRULBIO-PWY: L-citrulline biosynthesis	861.2407586045
PWY-5659: GDP-mannose biosynthesis	854.5620356303
PWY-5659: GDP-mannose biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	333.7085372693
PWY-5659: GDP-mannose biosynthesis|unclassified	22.8848497856
PWY-5659: GDP-mannose biosynthesis|g__Blautia.s__Blautia_obeum	11.4683164942
PWY-5659: GDP-mannose biosynthesis|g__Ruminococcus.s__Ruminococcus_bicirculans	9.1063052547
PWY-4984: urea cycle	803.1468613960
COLANSYN-PWY: colanic acid building blocks biosynthesis	792.2286907147
COLANSYN-PWY: colanic acid building blocks biosynthesis|unclassified	30.0186319607
PWY-7111: pyruvate fermentation to isobutanol (engineered)	780.8335632270
PWY-7111: pyruvate fermentation to isobutanol (engineered)|unclassified	141.6745982286
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Blautia.s__Ruminococcus_torques	52.1753969511
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	18.8481730831
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Blautia.s__Blautia_wexlerae	16.6892275919
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Eubacterium.s__Eubacterium_eligens	13.4883921831
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Eubacterium.s__Eubacterium_hallii	12.8814988600
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Anaerostipes.s__Anaerostipes_hadrus	8.6278650909
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Blautia.s__Blautia_obeum	4.3487654029
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Lachnoclostridium.s__Clostridium_clostridioforme	3.7507927093
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Hungatella.s__Hungatella_hathewayi	3.2357919718
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Roseburia.s__Roseburia_faecis	2.9129285983
GLUTORN-PWY: L-ornithine biosynthesis I	766.7285131300
GLUTORN-PWY: L-ornithine biosynthesis I|unclassified	153.8140769130
GLUTORN-PWY: L-ornithine biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	53.8111988203
GLUTORN-PWY: L-ornithine biosynthesis I|g__Blautia.s__Ruminococcus_torques	53.3405857733
GLUTORN-PWY: L-ornithine biosynthesis I|g__Dorea.s__Dorea_longicatena	30.1726328047
GLUTORN-PWY: L-ornithine biosynthesis I|g__Blautia.s__Blautia_sp	22.7830085407
GLUTORN-PWY: L-ornithine biosynthesis I|g__Ruminococcus.s__Ruminococcus_bicirculans	19.7619986376
GLUTORN-PWY: L-ornithine biosynthesis I|g__Eubacterium.s__Eubacterium_eligens	19.3083233301
GLUTORN-PWY: L-ornithine biosynthesis I|g__Gemmiger.s__Gemmiger_formicilis	17.2803991161
GLUTORN-PWY: L-ornithine biosynthesis I|g__Blautia.s__Blautia_wexlerae	13.5380290926
GLUTORN-PWY: L-ornithine biosynthesis I|g__Parasutterella.s__Parasutterella_excrementihominis	3.8819132106
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	759.1556212953
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)	710.9193826335
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|unclassified	36.7372049917
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Eggerthella.s__Eggerthella_lenta	5.9686334190
PWY-7392: taxadiene biosynthesis (engineered)	701.3793832092
PWY-6731: starch degradation III	686.5985411748
PWY-6731: starch degradation III|g__Blautia.s__Blautia_sp	26.8390016844
PWY-6731: starch degradation III|g__Blautia.s__Ruminococcus_torques	23.1827266588
PWY-6731: starch degradation III|g__Blautia.s__Blautia_wexlerae	20.4186467569
PWY-6731: starch degradation III|unclassified	13.4874169383
PWY-6731: starch degradation III|g__Blautia.s__Blautia_obeum	9.1919583754
PWY-6731: starch degradation III|g__Eubacterium.s__Eubacterium_hallii	6.0021595512
PWY-6317: D-galactose degradation I (Leloir pathway)	668.9525005276
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Blautia.s__Ruminococcus_torques	69.7932238859
PWY-6317: D-galactose degradation I (Leloir pathway)|unclassified	68.5831125431
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	38.7510964904
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Dorea.s__Dorea_longicatena	38.6383432787
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Blautia.s__Blautia_obeum	20.0249105160
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Blautia.s__Blautia_sp	19.7790257593
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Eubacterium.s__Eubacterium_eligens	17.6297229723
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Blautia.s__Blautia_wexlerae	15.1587679063
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Anaerostipes.s__Anaerostipes_hadrus	10.6390830132
PWY-6317: D-galactose degradation I (Leloir pathway)|g__Eubacterium.s__Eubacterium_hallii	9.2038103421
GLYCOCAT-PWY: glycogen degradation I	658.6260464320
PWY-6901: superpathway of glucose and xylose degradation	648.9136178482
PWY-6901: superpathway of glucose and xylose degradation|unclassified	17.2075979802
PWY-7456: &beta;-(1,4)-mannan degradation	641.9533338767
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	619.9727032835
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	116.1322158247
HSERMETANA-PWY: L-methionine biosynthesis III	550.9202157742
HSERMETANA-PWY: L-methionine biosynthesis III|unclassified	150.3041435821
HSERMETANA-PWY: L-methionine biosynthesis III|g__Dorea.s__Dorea_longicatena	46.8829785491
HSERMETANA-PWY: L-methionine biosynthesis III|g__Blautia.s__Blautia_sp	28.2375995209
HSERMETANA-PWY: L-methionine biosynthesis III|g__Blautia.s__Ruminococcus_torques	27.9785739969
HSERMETANA-PWY: L-methionine biosynthesis III|g__Ruminococcus.s__Ruminococcus_bicirculans	22.1087010777
HSERMETANA-PWY: L-methionine biosynthesis III|g__Eubacterium.s__Eubacterium_eligens	18.2085385009
HSERMETANA-PWY: L-methionine biosynthesis III|g__Anaerostipes.s__Anaerostipes_hadrus	10.4100013582
HSERMETANA-PWY: L-methionine biosynthesis III|g__Blautia.s__Blautia_wexlerae	6.6981790265
HSERMETANA-PWY: L-methionine biosynthesis III|g__Roseburia.s__Roseburia_faecis	6.5929610336
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	543.2188746252
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Dialister.s__Dialister_invisus	26.0219538293
PENTOSE-P-PWY: pentose phosphate pathway	526.4326680818
PENTOSE-P-PWY: pentose phosphate pathway|unclassified	8.7100393358
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	517.1285790069
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Bacteroides.s__Bacteroides_ovatus	120.7381653654
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	49.9976609047
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Anaerostipes.s__Anaerostipes_hadrus	7.2609026684
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	511.1985191794
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	504.3602646068
PWY-6628: superpathway of L-phenylalanine biosynthesis	495.1871407382
PWY-6628: superpathway of L-phenylalanine biosynthesis|unclassified	112.4957800612
PWY-5505: L-glutamate and L-glutamine biosynthesis	492.0354351791
PWY-5505: L-glutamate and L-glutamine biosynthesis|unclassified	31.0120252187
PWY-7345: superpathway of anaerobic sucrose degradation	490.1443034545
FASYN-ELONG-PWY: fatty acid elongation -- saturated	483.4885528811
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Alistipes.s__Alistipes_finegoldii	26.7911231691
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	481.3365216803
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Blautia.s__Ruminococcus_torques	72.9952321885
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|unclassified	72.3815658297
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Eubacterium.s__Eubacterium_eligens	23.9085256602
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Blautia.s__Blautia_sp	21.4517481797
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Eubacterium.s__Eubacterium_hallii	17.7040440254
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Anaerostipes.s__Anaerostipes_hadrus	11.2724561236
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Blautia.s__Blautia_wexlerae	10.8239684621
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Roseburia.s__Roseburia_faecis	6.3608234019
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Lachnoclostridium.s__Clostridium_clostridioforme	5.5484875811
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Blautia.s__Blautia_obeum	2.3363839376
PWY-6807: xyloglucan degradation II (exoglucanase)	472.1779688631
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	472.0200428722
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|unclassified	28.6681477125
PWY-621: sucrose degradation III (sucrose invertase)	471.2702195798
PWY-621: sucrose degradation III (sucrose invertase)|g__Bacteroides.s__Bacteroides_ovatus	128.3585280476
PWY-621: sucrose degradation III (sucrose invertase)|g__Ruminococcus.s__Ruminococcus_bicirculans	21.2797373142
GLUCONEO-PWY: gluconeogenesis I	449.5263991375
GLUCONEO-PWY: gluconeogenesis I|unclassified	103.4909527193
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	446.2101401351
PWY-5971: palmitate biosynthesis (type II fatty acid synthase)	443.7104827117
PWY-7664: oleate biosynthesis IV (anaerobic)	435.0592037895
PWY-7664: oleate biosynthesis IV (anaerobic)|g__Alistipes.s__Alistipes_finegoldii	23.8186896494
PWY-6630: superpathway of L-tyrosine biosynthesis	426.6740942663
PWY-6630: superpathway of L-tyrosine biosynthesis|unclassified	114.7484949060
PWY-6527: stachyose degradation	397.6232734353
PWY-6527: stachyose degradation|g__Blautia.s__Ruminococcus_torques	59.5556651069
PWY-6527: stachyose degradation|g__Blautia.s__Blautia_obeum	27.3242449480
PWY-6527: stachyose degradation|unclassified	24.4705622755
PWY-6527: stachyose degradation|g__Blautia.s__Blautia_wexlerae	15.8614635950
PWY-6527: stachyose degradation|g__Dorea.s__Dorea_longicatena	15.8603894337
PWY-6527: stachyose degradation|g__Ruminococcus.s__Ruminococcus_bicirculans	9.5492773508
PWY-6527: stachyose degradation|g__Hungatella.s__Hungatella_hathewayi	3.3764150465
PWY-6527: stachyose degradation|g__Lachnoclostridium.s__Clostridium_clostridioforme	2.0173110100
PWY-6305: superpathway of putrescine biosynthesis	393.1170012050
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I	389.9434779242
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|unclassified	67.3521370189
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Blautia.s__Ruminococcus_torques	65.7803051772
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Eubacterium.s__Eubacterium_eligens	19.3448247791
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Blautia.s__Blautia_sp	18.5061323576
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Eubacterium.s__Eubacterium_hallii	17.0658763671
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Anaerostipes.s__Anaerostipes_hadrus	9.1492673340
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Blautia.s__Blautia_wexlerae	6.8230306045
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Roseburia.s__Roseburia_faecis	6.0434417461
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Blautia.s__Blautia_obeum	2.7683804123
PWY-5989: stearate biosynthesis II (bacteria and plants)	387.4655881985
PWY-5989: stearate biosynthesis II (bacteria and plants)|g__Alistipes.s__Alistipes_finegoldii	19.4431846273
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	386.9072829088
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|g__Alistipes.s__Alistipes_finegoldii	20.7913664956
PWY0-862: (5Z)-dodecenoate biosynthesis I	383.8005948612
PWY0-862: (5Z)-dodecenoate biosynthesis I|g__Alistipes.s__Alistipes_finegoldii	20.7492298651
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation	380.6120166274
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	33.1030620661
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation|unclassified	24.7214630785
GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway	351.3451494654
PWY-2941: L-lysine biosynthesis II	341.2362917604
PWY-6859: all-trans-farnesol biosynthesis	335.5158675844
PWY-6823: molybdopterin biosynthesis	313.2935245429
PWY-6823: molybdopterin biosynthesis|unclassified	51.5890660621
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Blautia_sp	42.0075294355
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Blautia_obeum	33.1522073061
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Ruminococcus_torques	30.6693448401
PWY-6823: molybdopterin biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	28.6288219581
PWY-6823: molybdopterin biosynthesis|g__Oscillibacter.s__Oscillibacter_sp_57_20	10.9476288236
PWY-6823: molybdopterin biosynthesis|g__Roseburia.s__Roseburia_faecis	10.8080680087
PWY-6823: molybdopterin biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	7.7867773080
PWY-6823: molybdopterin biosynthesis|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_56	7.3941521221
PWY-6823: molybdopterin biosynthesis|g__Eggerthella.s__Eggerthella_lenta	6.2625123045
PWY-6823: molybdopterin biosynthesis|g__Blautia.s__Blautia_wexlerae	5.2686829825
PWY0-1261: anhydromuropeptides recycling I	304.9735216418
PWY-6936: seleno-amino acid biosynthesis (plants)	301.9409536588
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Eubacterium.s__Eubacterium_eligens	23.7015665070
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Blautia.s__Ruminococcus_torques	21.0590101259
PWY-6936: seleno-amino acid biosynthesis (plants)|unclassified	10.6503973244
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Anaerostipes.s__Anaerostipes_hadrus	10.1447278392
PWY66-399: gluconeogenesis III	300.3409489571
PWY66-399: gluconeogenesis III|unclassified	50.2095388481
PWY-7242: D-fructuronate degradation	290.5856115456
PWY-7242: D-fructuronate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	41.0627153095
PWY-7242: D-fructuronate degradation|unclassified	27.7028667120
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I	287.2509290277
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Blautia.s__Ruminococcus_torques	43.3918018073
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|unclassified	12.6433642285
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Anaerostipes.s__Anaerostipes_hadrus	7.6614166124
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Blautia.s__Blautia_obeum	3.6632688998
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	1.7483740356
PWY-5100: pyruvate fermentation to acetate and lactate II	287.2509290277
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Blautia.s__Ruminococcus_torques	43.3918018073
PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified	30.0969107508
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Anaerostipes.s__Anaerostipes_hadrus	12.3383445222
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Blautia.s__Blautia_obeum	3.6632688998
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	1.7483740356
PWY-8004: Entner-Doudoroff pathway I	285.2144093315
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	269.8328653135
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Dialister.s__Dialister_invisus	34.1101157613
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Ruminococcus.s__Ruminococcus_bicirculans	18.9923206942
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|unclassified	16.1418886824
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_124	15.4424292839
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Bilophila.s__Bilophila_wadsworthia	10.6609274147
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Parasutterella.s__Parasutterella_excrementihominis	8.9842605191
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Eggerthella.s__Eggerthella_lenta	8.4743490828
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	1.1919150431
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	256.0349463589
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|unclassified	66.2164935718
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	238.7420894527
PPGPPMET-PWY: ppGpp metabolism	235.9432019393
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	232.2631575310
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	222.9916418042
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Dialister.s__Dialister_invisus	26.1131618719
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Ruminococcus.s__Ruminococcus_bicirculans	19.0039268524
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Eubacterium.s__Eubacterium_eligens	18.1550493073
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Blautia.s__Blautia_sp	17.1452961568
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|unclassified	14.0268027567
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Blautia.s__Blautia_wexlerae	11.7719376207
P441-PWY: superpathway of N-acetylneuraminate degradation	220.9775726063
PWY-6608: guanosine nucleotides degradation III	213.9187800159
PWY-6608: guanosine nucleotides degradation III|unclassified	45.3047853218
PWY-6608: guanosine nucleotides degradation III|g__Blautia.s__Ruminococcus_torques	34.1040994268
PWY-6608: guanosine nucleotides degradation III|g__Blautia.s__Blautia_obeum	15.2995881189
PWY-6608: guanosine nucleotides degradation III|g__Anaerostipes.s__Anaerostipes_hadrus	9.2260672891
PWY-6608: guanosine nucleotides degradation III|g__Blautia.s__Blautia_wexlerae	5.7927217356
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	213.0265393055
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	27.6987234097
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Dorea.s__Dorea_longicatena	13.7290662719
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Blautia.s__Blautia_obeum	3.0399374589
PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)	206.5752791284
PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)|unclassified	55.5533553976
GALACTUROCAT-PWY: D-galacturonate degradation I	205.4646569075
GALACTUROCAT-PWY: D-galacturonate degradation I|unclassified	97.8044275644
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	45.9721262889
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	205.3427660838
