species,1-MDcol002-5-2.report,11-MDCol002-label-12-on-bottle.report,14-MDCOL003-Stool-1B-Baseline-BSB-2-4-1-4.report,15-MDcol004-3-1-pretreat.report,17-MDCOL006-3-1A.report,19-MDCOL006-3-2A.report,21-MDCOL006-2-pre-chemo-A.report,23-MDcol033-1A.report,25-MDcol036-1A.report,27-MDcol025-1B.report,28-7A-1-1.report,29-7A.report,3-MDcol002-5-1.report,30-8B.report,31-8B.report,33-6-2.report,36-40-1B.report,38-S-Swanson.report,40-MDCol002-7-43.report,42-51-1B.report,45-MDCOL005-1B.report,46-MDCOL015-1a.report,48-MDCOL039-1a.report,5-MDCOL055-Stool-1A-Baseline-BSB-2-4-1-2.report,50-MDCOL027-1a.report,52-MDCOL021-1b.report,54-MDCOL028-1b.report,60-MDcol006-4-1A.report,63-MDcol003-3-2.report,65-MDCOL003-Post-Chemo-Collection-Cycle-1-A.report,66-MDCOL004-1A.report,68-MDCOL003-3-1-Before-Chemo-2-3A.report,7-MDCOL058-Stool-1A-Baseline-BSB-2-4-1-3.report,70-MDCOL004-3-2-Post-Chemo-A.report,72-MDCOL003-4-1-4A-Before-Chemo-6.report,75-MDCOL053-1-1-1-Unknown.report,9-MDCOL062-Stool-1A-Baseline-BSB-2-4-1-3.report
Streptococcus_parasuis,,,54.0,3.0,,,,,34.0,,,,,,,,,,,,,,,,,,,,,40.0,,29.0,,,,,
Streptococcus_parauberis,,,,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus_pasteurianus,,,,,,,,,,,,,,,,,,,,,,698.0,,,270.0,,,,,,,,,,,,113.0
Streptococcus_periodonticum,,,,,,,,,,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus_pluranimalium,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
Streptococcus_pneumoniae,306.0,372.0,,7.0,,,,,,,102.0,43.0,123.0,24.0,172.0,,76.0,76.0,23.0,23.0,202.0,,11.0,51.0,,1071.0,,,,,,,57.0,,,,51.0
Streptococcus_pseudoporcinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,
Streptococcus_pyogenes,,,,,,,,,,,,,,,,,,,310.0,11.0,20.0,,,,,,,,,,,,,,,,
Streptococcus_rubneri,,22.0,,,,,,,,,,,,,,,,,,,,,22.0,,,34.0,,,,,,,,,,18.0,
Streptococcus_salivarius,281.0,59.0,5276.0,98.0,,431.0,968.0,1226.0,,11994.0,,,96.0,,285.0,125.0,159.0,364.0,538.0,60.0,371.0,99.0,2069.0,,3630.0,33316.0,,148.0,625.0,4196.0,,1738.0,,,461.0,16384.0,12.0
Streptococcus_sanguinis,5.0,,35.0,4.0,,15.0,6.0,34.0,,27.0,,,,,6.0,,5.0,8.0,,,,,6.0,,6.0,279.0,,,,22.0,,9.0,,,9.0,234.0,
Streptococcus_sobrinus,,,1631.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,964.0,,136.0,,,,,
Streptococcus_sp._1643,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,28.0,
Streptococcus_sp._A12,,,,,,,,,37.0,109.0,,,,,,,,,,,,,10.0,,,581.0,,,,,,,,,,25.0,
Streptococcus_sp._CP1998,,,38.0,,,,,,,,,,,,,,,,,,,11.0,,,65.0,112.0,,,,,,,,,,,
Streptococcus_sp._DTU_2020_1000888_1_SI_GRL_NUU_041A,,,,,,,,,,,,,,,,,,,,,,,,,32.0,52.0,,,,,,,,,,,
Streptococcus_sp._FDAARGOS_192,53.0,,,,,,,,,148.0,,,48.0,,64.0,112.0,52.0,,,,,,123.0,,,2670.0,,,,211.0,,,,,,2803.0,
Streptococcus_sp._FSL_K6-1323,,,,,,,,,,1141.0,,,,,,,,,,,,145.0,,,,,,,,,,,,,,,
Streptococcus_sp._FSL_R7-0248,,,947.0,,,,,,,,,,,,,,,90.0,330.0,67.0,,,274.0,,,4168.0,,,177.0,236.0,,99.0,,,,55.0,
Streptococcus_sp._FSL_W7-1342,,,,,,,,1778.0,,,,,,,,,,,,,,,,,6821.0,,,,,,,,,,,,
Streptococcus_sp._FSL_W8-0197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,
Streptococcus_sp._HSISS2,,,512.0,,,,,27.0,,,,,,,,,11.0,,,11.0,,,,,278.0,76.0,,,,68.0,,117.0,,,184.0,,
Streptococcus_sp._HSISS3,,,854.0,,,,,,,161.0,,,,,,,,,,,,,,,1377.0,99.0,,,,262.0,,180.0,,,679.0,,
Streptococcus_sp._KHUD_010,,,,,,,,,,,,,,,,,,,,,2938.0,,,,300.0,1308.0,,,,347.0,,,,,,,
Streptococcus_sp._LPB0220,14.0,,194.0,,,26.0,,17.0,,20.0,,,,,38.0,29.0,14.0,,32.0,,15.0,,70.0,,33.0,4401.0,,,,58.0,,23.0,,,50.0,179.0,
Streptococcus_sp._Marseille-Q3533,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
Streptococcus_sp._Marseille-Q6470,,,,,,,,,,5.0,,,,,,,,,,,,,,,,6.0,,,,,,,,,,12.0,
Streptococcus_sp._SN-1,,,,,,,,,16.0,15.0,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,
Streptococcus_sp._ZY1909104,,,,,,10.0,,,,,,,,,,,,,,,,,,,13.0,59.0,,,,14.0,,,,,,,
Streptococcus_sp._ZY19097,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,
Streptococcus_sp._oral_taxon_061,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,4.0,
Streptococcus_sp._oral_taxon_064,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,,,,,,,,,,,
Streptococcus_sp._oral_taxon_431,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,18.0,
Streptococcus_suis,7.0,,,121.0,,,,,192.0,10.0,,,147.0,6.0,18.0,,,,,,,96.0,482.0,64.0,52.0,,,,,,,36.0,10.0,,87.0,,71.0
Streptococcus_thermophilus,2430.0,2186.0,429.0,150.0,1535.0,9571.0,47373.0,119.0,409.0,509.0,396.0,107.0,1784.0,82.0,1373.0,36.0,3175.0,425.0,29809.0,271.0,54599.0,367.0,3096.0,234.0,62.0,29758.0,129.0,9544.0,66.0,26694.0,9.0,8418.0,270.0,,459.0,1803.0,63.0
Streptococcus_toyakuensis,,,46.0,,,,,,,,,,,,,,,,,,269.0,,,,,,,,,,,,,,,20.0,
Streptococcus_vestibularis,118.0,154.0,3443.0,6.0,,37.0,48.0,10.0,,,37.0,16.0,22.0,13.0,184.0,33.0,90.0,72.0,146.0,55.0,4586.0,4.0,9.0,56.0,148.0,28571.0,,16.0,,2626.0,,93.0,22.0,,68.0,118.0,
Streptomyces_sudanensis,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Stutzerimonas_stutzeri,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subdoligranulum_variabile,40.0,54.0,,44.0,5.0,,,37.0,2.0,48.0,22.0,5.0,28.0,11.0,47.0,10.0,31.0,30.0,57.0,103.0,16.0,10.0,55.0,14.0,167.0,,,1.0,,,,,7.0,,,21.0,128.0
Sulfitobacter_sp._OXR-159,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Suspvirus_SUSP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.0,,,,,,,,
Suspvirus_SUSP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.0,,,,,,,,
Sutterella_wadsworthensis,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,466.0,
Tannerella_forsythia,,,9.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
Taranisvirus_taranis,,,,271.0,,,,,,116.0,,,,,,,,,,,,,6.0,,,,,,,,110.0,,,,,23.0,378.0
Tepidanaerobacter_acetatoxydans,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrisporobacter_glycolicus,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,
Thermophilibacter_mediterraneus,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
Thomasclavelia_ramosa,62.0,2.0,20.0,308.0,12553.0,18954.0,7663.0,4324.0,14595.0,18.0,183.0,50.0,319.0,16.0,86.0,19.0,294.0,433.0,98.0,3336.0,30852.0,5377.0,102.0,11.0,306.0,6201.0,6697.0,45.0,,31.0,38.0,102.0,219.0,,3880.0,31.0,18395.0
Thomasclavelia_spiroformis,,14.0,,,15.0,30.0,39.0,,421.0,225.0,1.0,,,,,1.0,,167.0,24.0,76.0,4.0,63.0,10.0,1.0,8.0,,596.0,,,,,,1.0,,,568.0,7.0
Toutatisvirus_toutatis,,,,,,,,,,,,,,,,,,,,,,,,,347.0,,,,,,,,,,,,
Treponema_peruense,,,,,,,3.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,5.0,
Treponema_phagedenis,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Treponema_putidum,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Trueperella_pyogenes,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,
Turicibacter_bilis,6.0,11.0,,502.0,283.0,617.0,,,,22.0,5.0,13.0,15.0,,5.0,,2.0,20.0,23.0,,46.0,1705.0,3.0,15.0,64.0,1250.0,,,,,,,,,,22.0,10.0
Turicibacter_faecis,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,
Turicibacter_sanguinis,101.0,264.0,,3.0,945.0,52.0,156.0,,,33.0,1303.0,557.0,210.0,94.0,736.0,73.0,108.0,,104.0,252.0,650.0,6140.0,22.0,88.0,90.0,313.0,,,,,5.0,,90.0,,,59.0,
Turicibacter_sp._H121,,,2.0,83.0,,62.0,60.0,,,,,,,,,,,,,,,56.0,,,,194.0,,,,6.0,,,,,,,
Turicibacter_sp._TJ11,,,,7.0,1.0,149.0,,,,,,,,,,,,,,,1.0,78.0,,,15.0,,,,,,,,,,,,
Turicimonas_muris,59.0,36.0,,1.0,,,,634.0,,4.0,57.0,48.0,62.0,5.0,3.0,7.0,93.0,,,70.0,,,73.0,45.0,1.0,,,,,,,,12.0,,,1.0,2.0
Vaginimicrobium_propionicum,,,,,,,,,,,,,,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,
Veillonella_atypica,14.0,2.0,1663.0,,,,,2.0,,48.0,,,,1.0,4.0,,,6.0,,,,,71.0,,38.0,8.0,,,,170.0,,712.0,,,939.0,,
Veillonella_dispar,,,173.0,,,,,,,,,,,,,,,,,,,,,,7.0,10.0,,,,6.0,,204.0,,,379.0,,
Veillonella_nakazawae,,,11.0,,,,,,,,,,,5.0,,,,21.0,,,,,77.0,,15.0,,,,,,,,,,96.0,,
Veillonella_orientalis,,,37.0,,,,,,,,,,,,,,,,,,,,34.0,,,17.0,,,,,,10.0,,,47.0,,
Veillonella_parvula,,,9456.0,,3.0,1.0,13.0,57.0,,27.0,32.0,15.0,,16.0,72.0,,,81.0,15.0,,83.0,138.0,61.0,5.0,589.0,27.0,17.0,15.0,11.0,465.0,,7917.0,,,3970.0,,
Veillonella_rodentium,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Veillonella_rogosae,,,52.0,,,,,,17.0,29.0,,,,,4.0,,,2.0,,,,2.0,50.0,,,4.0,,,,6.0,,28.0,,,22.0,,
Vescimonas_coprocola,23991.0,39882.0,1.0,1352.0,1.0,5.0,,49.0,8.0,1034.0,11475.0,5844.0,27341.0,4208.0,6789.0,3195.0,37600.0,622.0,22511.0,21097.0,3.0,29.0,2945.0,16206.0,1184.0,665.0,,19.0,,3.0,64.0,,12724.0,,,2934.0,1117.0
Vescimonas_fastidiosa,268.0,386.0,,5293.0,,,,18.0,10.0,38.0,145.0,79.0,245.0,31.0,70.0,35.0,356.0,14.0,249.0,226.0,,,210.0,188.0,196.0,7.0,,,,,418.0,,130.0,,,955.0,428.0
Wansuia_hejianensis,120.0,954.0,2.0,501.0,1219.0,651.0,4243.0,439.0,418.0,196.0,377.0,103.0,986.0,117.0,787.0,243.0,935.0,427.0,746.0,330.0,39.0,130.0,282.0,481.0,282.0,293.0,,1454.0,,9.0,14.0,1.0,825.0,,1.0,180.0,795.0
Weissella_cibaria,,2.0,,,,,,,,,,,,,,,,15.0,,,377.0,,201.0,,8.0,71.0,9.0,,,,,,9.0,,,,
Weissella_confusa,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,1.0,,,2.0,,,1.0,,,4.0,,
Weissella_koreensis,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3.0,,,,
Weissella_paramesenteroides,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winkia_neuii,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
Wujia_chipingensis,14.0,12.0,1.0,18.0,,,,,5.0,33.0,25.0,5.0,33.0,7.0,34.0,5.0,26.0,3.0,11.0,1.0,1.0,,22.0,8.0,1029.0,,,1.0,,,,,11.0,,,3.0,1.0
Xanthomonas_cucurbitae,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
[Clostridium]_hylemonae,32.0,15.0,,,2.0,,2.0,2.0,,,13.0,4.0,14.0,5.0,23.0,1.0,23.0,,20.0,30.0,,897.0,,1.0,1.0,,,2.0,,,,,9.0,,,77.0,223.0
[Clostridium]_scindens,196.0,197.0,292.0,11733.0,3681.0,54718.0,1609.0,2327.0,63012.0,220.0,321.0,137.0,412.0,101.0,516.0,81.0,428.0,345.0,284.0,167.0,347.0,11201.0,700.0,86.0,130.0,4532.0,31.0,11832.0,,884.0,1660.0,4825.0,93.0,16.0,8707.0,494.0,968.0
[Clostridium]_symbiosum,984.0,2020.0,1012.0,237.0,186.0,60.0,558.0,365.0,2929.0,338.0,346.0,148.0,1237.0,85.0,621.0,107.0,1089.0,4968.0,3068.0,11572.0,1856.0,1536.0,22.0,1581.0,,238.0,7125.0,9684.0,,733.0,460.0,264.0,1108.0,13.0,132.0,74.0,835.0
[Ruminococcus]_lactaris,56.0,24.0,38.0,274.0,5.0,13.0,,6395.0,888.0,58.0,56.0,14.0,61.0,9.0,36.0,10.0,94.0,54.0,9.0,39.0,349.0,28.0,15475.0,20.0,105.0,75.0,4.0,79.0,3.0,57.0,19.0,22.0,21.0,,21.0,54.0,417.0
[Ruminococcus]_torques,18922.0,10995.0,62.0,109970.0,1514.0,4287.0,149.0,25843.0,124437.0,4990.0,21937.0,7121.0,36942.0,3622.0,8160.0,4136.0,33877.0,21661.0,2128.0,8291.0,45806.0,5656.0,3912.0,8178.0,13561.0,342.0,,26797.0,3.0,28.0,3093.0,28.0,5255.0,14.0,133.0,8594.0,19291.0
uncultured_Alistipes_sp.,3.0,4.0,,5.0,,,,1.0,1.0,,7.0,2.0,4.0,4.0,,,13.0,131.0,,,4.0,,45.0,,316.0,,,,,,,,22.0,,,67.0,12.0
uncultured_Bacteroides_sp.,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
uncultured_Mailhella_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0
uncultured_Subdoligranulum_sp.,31.0,44.0,,39.0,23.0,71.0,72.0,51.0,,13.0,11.0,7.0,36.0,9.0,62.0,9.0,30.0,103.0,8.0,3.0,38.0,68.0,60.0,6.0,198.0,,,19.0,,,3.0,,7.0,,,56.0,145.0
