species,1-MDcol002-5-2.report,11-MDCol002-label-12-on-bottle.report,14-MDCOL003-Stool-1B-Baseline-BSB-2-4-1-4.report,15-MDcol004-3-1-pretreat.report,17-MDCOL006-3-1A.report,19-MDCOL006-3-2A.report,21-MDCOL006-2-pre-chemo-A.report,23-MDcol033-1A.report,25-MDcol036-1A.report,27-MDcol025-1B.report,28-7A-1-1.report,29-7A.report,3-MDcol002-5-1.report,30-8B.report,31-8B.report,33-6-2.report,36-40-1B.report,38-S-Swanson.report,40-MDCol002-7-43.report,42-51-1B.report,45-MDCOL005-1B.report,46-MDCOL015-1a.report,48-MDCOL039-1a.report,5-MDCOL055-Stool-1A-Baseline-BSB-2-4-1-2.report,50-MDCOL027-1a.report,52-MDCOL021-1b.report,54-MDCOL028-1b.report,60-MDcol006-4-1A.report,63-MDcol003-3-2.report,65-MDCOL003-Post-Chemo-Collection-Cycle-1-A.report,66-MDCOL004-1A.report,68-MDCOL003-3-1-Before-Chemo-2-3A.report,7-MDCOL058-Stool-1A-Baseline-BSB-2-4-1-3.report,70-MDCOL004-3-2-Post-Chemo-A.report,72-MDCOL003-4-1-4A-Before-Chemo-6.report,75-MDCOL053-1-1-1-Unknown.report,9-MDCOL062-Stool-1A-Baseline-BSB-2-4-1-3.report
Anaerotignum_sp._MB30-C6,,1.0,19.0,8.0,67.0,7.0,437.0,1.0,,,,1.0,6.0,1.0,3.0,4.0,1.0,3.0,5.0,1.0,12.0,24.0,4.0,,,,,20.0,,,14.0,2.0,,15.0,7.0,,
Anaerotruncus_colihominis,6566.0,14182.0,4147.0,15910.0,466.0,2845.0,1569.0,1589.0,7069.0,4312.0,6249.0,3903.0,12408.0,2223.0,6366.0,7428.0,13574.0,5624.0,20772.0,7182.0,458.0,8118.0,4560.0,6651.0,3275.0,310.0,5.0,25750.0,54.0,2686.0,1171.0,1920.0,4952.0,127.0,1044.0,6804.0,13040.0
Anoxybacillus_flavithermus,,15.0,45.0,,,,,,,,,,,,,,,,,,,2.0,10.0,,,,,,,,,,,,,,
Anoxybacillus_sp._FSL_W8-1294,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,
Antarcticibacterium_sp._1MA-6-2,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aquella_oligotrophica,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Aquihabitans_sp._G128,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
Aquipluma_nitroreducens,,,,,,,,,,,,,1.0,,,,,,4.0,,,,,,,,,,,,,,,,,,
Arabiibacter_massiliensis,32.0,73.0,,14.0,61.0,137.0,179.0,2.0,,4.0,25.0,12.0,38.0,4.0,60.0,58.0,44.0,27.0,51.0,7.0,4.0,,3.0,23.0,23.0,,,7.0,,,,,32.0,1.0,62.0,14.0,19.0
Arachnia_propionica,1.0,,18.0,3.0,,,,25.0,,25.0,1.0,,,,1.0,,,1.0,3.0,2.0,9.0,,19.0,,,10.0,,,,1.0,,,,,1.0,3.0,8.0
Arachnia_rubra,,,,,,,,3.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,8.0
Arcanobacterium_haemolyticum,,2.0,3.0,,4.0,9.0,10.0,,,1.0,,,9.0,,,,1.0,5.0,3.0,,4.0,1.0,,3.0,,,44.0,3.0,,3.0,,,,,1.0,,
Arcanobacterium_hippocoleae,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,
Archangium_gephyra,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Arcobacter_sp._FWKO_B,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arcobacter_suis,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arenimonas_daejeonensis,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Aristaeella_hokkaidonensis,,3.0,,9.0,,,,,,,,,,,,6.0,,,,,,,4.0,1.0,21.0,,,2.0,,,,,,,,,7.0
Aristaeella_lactis,41.0,36.0,,76.0,,,,,,13.0,34.0,18.0,56.0,15.0,76.0,41.0,77.0,,3.0,5.0,,,46.0,,92.0,,,,,,7.0,,15.0,,,39.0,110.0
Aromatoleum_bremense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,
Arsenophonus_endosymbiont_of_Crataerina_pallida,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Arthrobacter_alpinus,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
Arthrobacter_sp._PAMC25284,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthrobacter_sp._PAMC_25486,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Asticcacaulis_sp._AND118,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
Athalassotoga_saccharophila,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Atlantibacter_hermannii,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,1.0,,,,,
Atlantibacter_subterranea,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,11.0,,2.0,,,,,
Atopobium_sp._oral_taxon_416,,,24.0,,,,,621.0,,,,,,,,,,,,,,,2.0,,,,,,4.0,40.0,,4.0,,,7.0,2.0,9.0
Audreyjarvisvirus_P1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
Azospira_oryzae,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,
Bacillus_altitudinis,,,,,,,,,,,,,,,9.0,7.0,4.0,,,,,1.0,,,,,,2.0,,,,,,,,,
Bacillus_anthracis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.0,
Bacillus_aquiflavi,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Bacillus_badius,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
Bacillus_cereus,,,,,,,50.0,,,101.0,,,,,,9.0,,,,4.0,9.0,,,,,,,,62.0,16.0,,,,,13.0,5.0,
Bacillus_licheniformis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,
Bacillus_mycoides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Bacillus_paralicheniformis,,,,113.0,,,,4.0,,57.0,,,,10.0,,,4.0,23.0,,,,,27.0,,107.0,18.0,,,,,,,,,,4.0,22.0
Bacillus_paranthracis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,
Bacillus_pumilus,,,,,,,,,,,,,5.0,,,,,,,,3.0,,,,,,,,,,,,,,,,
Bacillus_safensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Bacillus_subtilis,,,,,,14.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,5.0,,,,,
Bacillus_swezeyi,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Bacillus_thuringiensis,,,,,,,,,,,,,,,,,,,,,,304.0,,,,,,,,,,,,,,,5.0
Bacillus_velezensis,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,,,,,,,,,,
Bacillus_wiedmannii,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Bacterioplanes_sanyensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Bacteroides_caccae,277.0,194.0,,209008.0,85.0,24.0,147.0,1144.0,398498.0,40442.0,441.0,400.0,214.0,219.0,246.0,76.0,250.0,21.0,291.0,1050.0,153729.0,938.0,35748.0,143.0,31988.0,35.0,,66.0,1149.0,,10517.0,4.0,44.0,3374.0,197.0,16517.0,4368.0
Bacteroides_caecimuris,673.0,493.0,,580.0,134.0,26.0,297.0,141.0,3954.0,1069.0,450.0,378.0,390.0,193.0,51.0,44.0,760.0,77.0,806.0,2128.0,297.0,3.0,1573.0,327.0,815.0,39.0,,107.0,10285.0,,91.0,1.0,126.0,21.0,770.0,190.0,258.0
Bacteroides_cellulosilyticus,83.0,54.0,,77.0,116.0,50.0,52.0,44395.0,632.0,77991.0,235.0,214.0,202.0,98.0,100.0,38.0,74.0,50.0,27.0,219.0,1343.0,4.0,1991.0,41.0,809.0,603.0,208.0,343.0,,,5.0,,7.0,1.0,30.0,11257.0,2038.0
Bacteroides_eggerthii,1074.0,275.0,,94616.0,446.0,133.0,411.0,614.0,6072.0,20789.0,2258.0,2013.0,2071.0,1130.0,853.0,499.0,668.0,83.0,32.0,642.0,4587.0,132.0,21351.0,750.0,124332.0,54.0,11.0,1293.0,1.0,,20761.0,,66.0,3199.0,649.0,427.0,568.0
Bacteroides_faecis,2747.0,1544.0,4.0,2034.0,7475.0,1356.0,12517.0,383274.0,9929.0,191317.0,3633.0,3033.0,3063.0,2713.0,1997.0,654.0,2770.0,176.0,1730.0,2675.0,23661.0,3.0,151485.0,1681.0,891.0,33.0,3.0,6311.0,853.0,2.0,408.0,1.0,452.0,180.0,254.0,937.0,877.0
Bacteroides_faecium,2377.0,3992.0,,1400.0,103.0,23.0,123.0,49.0,2827.0,656.0,1995.0,1426.0,2864.0,294.0,177.0,266.0,1934.0,605.0,6409.0,110419.0,38.0,28.0,222.0,2832.0,3179.0,,,86.0,1.0,,74.0,,784.0,23.0,279.0,105.0,50.0
Bacteroides_finegoldii,1012.0,578.0,,154.0,514.0,85.0,816.0,726.0,4391.0,86510.0,1699.0,1313.0,1589.0,1098.0,908.0,263.0,1546.0,13.0,154.0,2593.0,2613.0,185.0,28224.0,1227.0,4882.0,81.0,1.0,451.0,72.0,,45.0,,271.0,12.0,252.0,643.0,504.0
Bacteroides_fragilis,26554.0,15960.0,4.0,5467.0,10446.0,2371.0,8630.0,39386.0,434922.0,12106.0,35570.0,22490.0,53904.0,10923.0,7894.0,1968.0,21622.0,3774.0,8347.0,26402.0,119405.0,993255.0,9042.0,23240.0,3081.0,2938.0,266.0,28271.0,1291.0,,4897.0,10.0,28060.0,250.0,2229.0,1598.0,17412.0
Bacteroides_graminisolvens,,,,,,,1.0,7.0,,,1.0,1.0,1.0,,,,,2.0,,,4.0,,2.0,,1.0,,,,,,,,2.0,,,,2.0
Bacteroides_helcogenes,9.0,4.0,,3.0,4.0,1.0,37.0,63.0,1049.0,498.0,18.0,17.0,20.0,9.0,12.0,1.0,8.0,,1.0,10.0,80.0,136.0,253.0,5.0,52.0,16.0,,4.0,,,,,,,125.0,8.0,52.0
Bacteroides_heparinolyticus,2.0,1.0,,3.0,,,,89.0,50.0,118.0,2.0,2.0,4.0,1.0,,,3.0,,,4.0,,,6.0,2.0,1.0,,,,,,12.0,,2.0,,11.0,85.0,17.0
Bacteroides_humanifaecis,22045.0,8747.0,,13946.0,3816.0,1592.0,2503.0,1450.0,812.0,41946.0,40632.0,34313.0,31860.0,20032.0,14085.0,7403.0,15237.0,1863.0,14975.0,19279.0,3061.0,1.0,21432.0,10790.0,535.0,402.0,9.0,18979.0,834.0,,1029.0,8.0,1710.0,186.0,17660.0,2027.0,4528.0
Bacteroides_intestinalis,219.0,68.0,,155.0,,6.0,,241.0,2110.0,408.0,392.0,396.0,381.0,209.0,141.0,66.0,122.0,,7.0,134.0,63.0,97.0,599.0,146.0,17928.0,11.0,,,,,22.0,,15.0,1.0,262.0,133.0,379.0
Bacteroides_luhongzhouii,482.0,383.0,,83.0,410.0,69.0,564.0,450.0,9102.0,1046.0,564.0,403.0,625.0,270.0,211.0,101.0,1079.0,7.0,104.0,1469.0,56.0,,423.0,765.0,62.0,16.0,,320.0,,,22.0,,188.0,8.0,246.0,290.0,57.0
Bacteroides_nordii,7.0,20.0,,19.0,2.0,,1.0,97.0,458.0,2290.0,13.0,12.0,22.0,2.0,7.0,3.0,14.0,97.0,25.0,36.0,197.0,,3328.0,14.0,41.0,,,1.0,,,,,6.0,,17.0,1462.0,128.0
Bacteroides_ovatus,555625.0,395326.0,60.0,16483.0,985641.0,162057.0,1596296.0,549100.0,109665.0,64164.0,571111.0,429975.0,685185.0,284555.0,230233.0,108412.0,1229991.0,2864.0,28976.0,409046.0,2557.0,8172.0,68326.0,815090.0,22869.0,30872.0,533.0,710061.0,12279.0,12.0,3907.0,16.0,208631.0,2803.0,11608.0,44669.0,39114.0
Bacteroides_salyersiae,565.0,304.0,,3398.0,78.0,7.0,85.0,527.0,670.0,97618.0,1123.0,939.0,895.0,544.0,482.0,236.0,602.0,1983.0,552.0,636.0,294.0,227.0,2415.0,320.0,217.0,171.0,3.0,160.0,278.0,,216.0,1.0,69.0,87.0,1009.0,437.0,4268.0
Bacteroides_sedimenti,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
Bacteroides_sp._2_2_4,,,,,,,,128.0,69.0,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacteroides_sp._A1C1,10930.0,3282.0,,10666.0,6482.0,2187.0,4440.0,3406.0,4363.0,99877.0,23660.0,20706.0,19508.0,12101.0,9555.0,4946.0,6846.0,,55.0,8005.0,1933.0,103.0,17739.0,6787.0,921.0,287.0,,27196.0,3136.0,,725.0,,754.0,156.0,5946.0,983.0,1785.0
Bacteroides_sp._BFG-257,,,,,,,,,,297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacteroides_sp._BFG-637,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,
Bacteroides_sp._CACC_737,1867.0,485.0,,5030.0,2559.0,898.0,1904.0,3451.0,1097.0,13897.0,3544.0,3674.0,3500.0,1909.0,1474.0,773.0,1149.0,,,1284.0,1200.0,,28327.0,1393.0,342.0,163.0,138.0,14112.0,,,453.0,,143.0,128.0,5494.0,2367.0,10232.0
Bacteroides_sp._D2,1213.0,1034.0,,168.0,1228.0,175.0,2018.0,1155.0,3223.0,1573.0,1167.0,878.0,1538.0,501.0,451.0,204.0,2678.0,125.0,569.0,5742.0,10.0,,1548.0,1817.0,334.0,838.0,,802.0,7.0,,13.0,,516.0,63.0,107.0,1908.0,433.0
Bacteroides_sp._DH3716P,5784.0,4242.0,,10402.0,1024.0,216.0,1693.0,2388.0,51181.0,10702.0,7088.0,5140.0,7685.0,2919.0,2507.0,1276.0,13870.0,111.0,299.0,4477.0,692.0,,2541.0,8337.0,977.0,926.0,24.0,701.0,16788.0,,721.0,,2567.0,158.0,3792.0,2907.0,3015.0
Bacteroides_sp._HF-162,10233.0,2906.0,,7172.0,8995.0,3280.0,6801.0,1903.0,2535.0,31660.0,21658.0,19091.0,18051.0,10277.0,8224.0,4472.0,6201.0,94.0,178.0,7663.0,1098.0,2.0,13184.0,6804.0,278.0,297.0,,53300.0,2187.0,,739.0,,616.0,140.0,6396.0,787.0,496.0
Bacteroides_sp._M10,1083.0,931.0,,79.0,2661.0,391.0,4474.0,1998.0,4664.0,1260.0,950.0,746.0,1207.0,517.0,414.0,200.0,2163.0,16.0,599.0,6125.0,161.0,1.0,701.0,1623.0,382.0,896.0,,2007.0,7.0,,22.0,,425.0,19.0,50.0,834.0,368.0
Bacteroides_sp._MSB163,251.0,113.0,,444.0,31.0,10.0,30.0,985.0,206.0,1163.0,372.0,329.0,415.0,240.0,202.0,86.0,191.0,17.0,80.0,252.0,55.0,10.0,9464.0,193.0,702.0,34.0,,41.0,88.0,,92.0,1.0,39.0,20.0,1087.0,307.0,1340.0
Bacteroides_sp._PHL_2737,,,,,,,,398.0,,1191.0,,,,,,,,,,,,,,,,,283.0,,,,,,,,,1365.0,
Bacteroides_sp._ZJ-18,222.0,79.0,,278.0,357.0,38.0,456.0,45.0,437.0,,360.0,336.0,280.0,127.0,171.0,70.0,228.0,19.0,,66.0,964.0,2143.0,45.0,89.0,66.0,,,490.0,,,88.0,,33.0,49.0,59.0,,111.0
Bacteroides_stercoris,494.0,143.0,,1468.0,105.0,49.0,140.0,1106.0,325400.0,663537.0,1132.0,1025.0,949.0,576.0,440.0,197.0,347.0,16.0,4.0,315.0,74038.0,20.0,601755.0,326.0,55836.0,1471.0,43.0,153.0,4077.0,,222.0,2.0,26.0,53.0,259.0,19070.0,246.0
Bacteroides_thetaiotaomicron,23884.0,15372.0,16.0,30095.0,9049.0,2895.0,8273.0,21910.0,16221.0,19555.0,27035.0,22242.0,21173.0,110562.0,85706.0,4051.0,24764.0,2458.0,19831.0,21145.0,10265.0,279.0,13383.0,12176.0,19949.0,3989.0,101.0,41422.0,741148.0,,20564.0,2103.0,4325.0,13135.0,97224.0,11332.0,27179.0
Bacteroides_uniformis,570786.0,158160.0,80.0,371531.0,396903.0,146445.0,282650.0,311774.0,2485.0,281267.0,1185958.0,1079009.0,1022921.0,625269.0,469806.0,251443.0,349021.0,1647.0,6625.0,372919.0,44861.0,121.0,768707.0,367104.0,35285.0,15086.0,648.0,2032945.0,2513.0,9.0,26086.0,28.0,35871.0,4817.0,387251.0,14101.0,39566.0
Bacteroides_xylanisolvens,7989.0,5794.0,3.0,14538.0,5215.0,866.0,7995.0,66339.0,1022302.0,91674.0,8868.0,6791.0,10614.0,5085.0,3923.0,1726.0,17609.0,240.0,991.0,9225.0,6113.0,126.0,26680.0,12001.0,9628.0,1239.0,27.0,3700.0,1462.0,,3458.0,15.0,3107.0,4413.0,67091.0,6159.0,9681.0
Bacteroides_zhangwenhongii,144.0,231.0,,3956.0,58.0,8.0,83.0,65.0,2065.0,8229.0,154.0,98.0,198.0,24.0,31.0,11.0,216.0,61.0,544.0,6214.0,72.0,36.0,2910.0,174.0,323.0,62.0,,60.0,19.0,,554.0,1.0,58.0,172.0,71.0,45.0,148.0
Bacteroides_zoogleoformans,,1.0,1.0,24.0,,,2.0,4.0,,12.0,,,3.0,,,,,5.0,,13.0,,1.0,155.0,,18.0,,,2.0,,,4.0,,,,38.0,4.0,29.0
Barnesiella_sp._An22,974.0,631.0,,413.0,2909.0,1182.0,1905.0,1147.0,593.0,72.0,1053.0,857.0,715.0,426.0,212.0,134.0,1027.0,125.0,924.0,1049.0,2425.0,5.0,664.0,392.0,3615.0,2.0,,12635.0,,,27.0,,91.0,7.0,37.0,872.0,224.0
Barnesiella_viscericola,1.0,,1.0,95.0,302.0,49.0,323.0,1700.0,1974.0,342.0,51.0,46.0,10.0,29.0,67.0,21.0,3.0,3.0,1.0,,709.0,,425.0,,368.0,1.0,17.0,274.0,,,10.0,,,1.0,,139.0,52.0
Bartonella_sp._WD16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,
Berryella_intestinalis,16.0,21.0,,64.0,,,6.0,7.0,,,51.0,31.0,23.0,13.0,74.0,40.0,18.0,,93.0,69.0,,,1.0,49.0,20.0,53.0,,5.0,,,3.0,,64.0,4.0,1.0,22.0,11.0
Berryella_wangjianweii,,3.0,,,2.0,8.0,,,,,,,1.0,,1.0,1.0,,,3.0,,,,1.0,,,,,1.0,,,,,,,2.0,,1.0
Bifidobacterium_adolescentis,76.0,155.0,22.0,9775.0,199.0,19.0,6078.0,20007.0,43.0,164621.0,336.0,129.0,87.0,132.0,661.0,360.0,103.0,159.0,35.0,21.0,116.0,5.0,221.0,12.0,38356.0,70.0,28.0,16.0,6.0,59.0,,10.0,25.0,92.0,,31221.0,787.0
Bifidobacterium_angulatum,,,,26.0,,,1.0,51.0,5.0,385.0,,,,,,,,,,,,4.0,1.0,,12.0,,,,,,1.0,,,,5.0,164.0,5.0
Bifidobacterium_animalis,79.0,72.0,,,37.0,3.0,829.0,,,,50.0,76.0,100.0,,197.0,94.0,84.0,25.0,217.0,131.0,253935.0,,82.0,90.0,566.0,,,,,,,,109.0,,,673.0,47.0
Bifidobacterium_bifidum,21.0,14.0,,931.0,17.0,,415.0,31.0,74.0,65544.0,29.0,9.0,30.0,10.0,31.0,33.0,31.0,2.0,74.0,31.0,,,155.0,38.0,2480.0,,395.0,,,,46.0,,39.0,37.0,,114.0,7.0
Bifidobacterium_breve,147.0,151.0,59.0,108.0,69802.0,4793.0,2034375.0,1496.0,36.0,1089.0,91.0,49.0,161.0,38.0,252.0,167.0,236.0,164.0,297.0,189.0,238.0,152.0,117.0,50.0,916.0,283.0,1893.0,111.0,29.0,20.0,1.0,49.0,45.0,,35.0,536.0,74.0
Bifidobacterium_catenulatum,21.0,21.0,13.0,149.0,2.0,23.0,38.0,70.0,1.0,14834.0,11.0,1.0,12.0,3.0,9.0,3.0,8.0,16.0,6.0,2.0,14.0,1.0,7.0,1.0,270.0,33.0,398.0,58.0,2.0,17.0,3.0,61.0,2.0,,11.0,547.0,189.0
Bifidobacterium_choerinum,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
Bifidobacterium_coryneforme,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
Bifidobacterium_dentium,2.0,,6275.0,11.0,187.0,101.0,8.0,2735.0,1.0,113.0,2.0,,1.0,,,2.0,2.0,2.0,6.0,10.0,211.0,2.0,144.0,,3215.0,8635.0,337.0,,7.0,16512.0,,3636.0,,,62.0,33.0,12.0
Bifidobacterium_eulemuris,,2.0,,,5.0,9.0,1.0,,,,,,,,8.0,1.0,1.0,5.0,,1.0,4.0,,,,,,,17.0,,,,,3.0,,,,1.0
Bifidobacterium_faecale,,,,173.0,,,,556.0,,8660.0,,,,,,,,,,,,,,,1596.0,,10.0,,,30.0,,16.0,,,,1988.0,59.0
Bifidobacterium_imperatoris,,,,,,,2.0,,,,,,,,,,,,,,7.0,,,,8.0,1.0,,,,,,,,,,2.0,
Bifidobacterium_lemurum,,,,,,2.0,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,5.0,,,,,,,,,
Bifidobacterium_longum,500.0,906.0,187.0,630.0,1190.0,274.0,32639.0,222067.0,40417.0,118212.0,457.0,325.0,643.0,229.0,764.0,542.0,667.0,434.0,457.0,328.0,536.0,203.0,11967.0,221.0,84075.0,10507.0,711.0,66.0,13.0,89.0,5.0,72.0,212.0,1.0,586.0,33552.0,1974.0
Bifidobacterium_pseudocatenulatum,19.0,47.0,1.0,1384.0,4.0,2.0,153.0,192.0,19.0,129767.0,27.0,16.0,29.0,13.0,47.0,22.0,26.0,55.0,42.0,51.0,2.0,8.0,287.0,5.0,475.0,34.0,5840.0,3.0,3.0,10.0,122.0,3.0,8.0,6.0,1.0,4924.0,3760.0
Bifidobacterium_pseudolongum,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
Bifidobacterium_pullorum,,,,,,,,28.0,,3.0,,,,,,,,,,,,13.0,,,,3.0,,,,,,,,,,,1.0
Bifidobacterium_saguini,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bifidobacterium_scardovii,,2.0,8805.0,4.0,,,16.0,1.0,,1.0,1.0,,1.0,,,,2.0,1.0,3.0,,17908.0,,1.0,,18.0,3030.0,,,8.0,2197.0,1.0,1127.0,,,4.0,2.0,
Bifidobacterium_sp._ESL0704,,,,,,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,
Bifidobacterium_sp._ESL0732,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bifidobacterium_sp._ESL0769,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bifidobacterium_subtile,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
Bifidobacterium_thermophilum,1.0,,,,,,,13.0,1.0,197.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,2.0,97.0
Biomaibacter_acetigenes,1.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birpovirus_hiberniae,,,,,,,,,,,,,,,,,,,,,593.0,,,,145.0,,,,,,,,,,,,
Birpovirus_hominis,,,,,,,,,,,,,,,,,,,,,388.0,,,,167.0,,,,,,,,,,,,
Blautia_argi,264.0,218.0,1593.0,620.0,30.0,132.0,130.0,554.0,1931.0,426.0,201.0,124.0,319.0,61.0,321.0,221.0,508.0,530.0,188.0,101.0,2486.0,2625.0,747.0,59.0,239.0,1824.0,4.0,804.0,144.0,2195.0,15.0,981.0,63.0,2.0,416.0,251.0,381.0
Blautia_coccoides,1567.0,5082.0,8519.0,102.0,6744.0,12183.0,29957.0,3248.0,1655.0,1743.0,1103.0,778.0,3566.0,382.0,1785.0,3082.0,3251.0,2315.0,4581.0,1639.0,1080.0,2967.0,1527.0,1285.0,1005.0,2824.0,203.0,44566.0,862.0,11243.0,9.0,6938.0,1072.0,,3105.0,1783.0,780.0
Blautia_hansenii,89.0,133.0,888.0,1405.0,15.0,39.0,38.0,887.0,128853.0,324.0,138.0,73.0,219.0,34.0,213.0,191.0,212.0,1172.0,253.0,61.0,1231.0,16700.0,32263.0,66.0,589.0,3190.0,10.0,138.0,210.0,888.0,68.0,537.0,80.0,9.0,266.0,632.0,324.0
Blautia_hydrogenotrophica,269.0,455.0,3.0,11596.0,19216.0,25662.0,8342.0,1464.0,400.0,5150.0,257.0,207.0,406.0,124.0,324.0,212.0,419.0,1018.0,281.0,300.0,260.0,73732.0,64324.0,171.0,922.0,66788.0,1.0,59668.0,,5.0,468.0,9.0,121.0,99.0,40.0,12707.0,894.0
Blautia_liquoris,1.0,6.0,4.0,51.0,613.0,169.0,2521.0,14.0,271.0,11.0,31.0,8.0,3.0,7.0,75.0,16.0,13.0,78.0,23.0,10.0,3.0,19.0,245.0,23.0,115.0,11.0,56.0,86.0,,2.0,1.0,,5.0,,13.0,96.0,17.0
Blautia_luti,13584.0,17040.0,16442.0,2803.0,882.0,3112.0,259.0,1108.0,40263.0,15507.0,8148.0,3814.0,9896.0,4353.0,28223.0,11395.0,30783.0,48776.0,57058.0,6732.0,7736.0,1281.0,12207.0,4406.0,15025.0,5186.0,23.0,1270.0,377.0,34615.0,76.0,16296.0,5750.0,17.0,42806.0,4810.0,11479.0
Blautia_massiliensis_(ex_Durand_et_al._2017),6268.0,11334.0,27801.0,45595.0,,,,50908.0,,31169.0,15934.0,3191.0,3140.0,,24616.0,15907.0,8537.0,,8984.0,,,37128.0,27448.0,4485.0,50037.0,21705.0,,,,21225.0,,15027.0,,,,24780.0,13271.0
Blautia_obeum,16936.0,32926.0,2095.0,41597.0,86.0,773.0,246.0,5383.0,4947.0,29826.0,50364.0,23713.0,48775.0,9279.0,56119.0,106331.0,41823.0,29269.0,76865.0,18254.0,10907.0,4018.0,18065.0,15119.0,24256.0,52727.0,23.0,4511.0,277.0,2909.0,1398.0,1956.0,18599.0,320.0,2157.0,234932.0,37892.0
Blautia_parvula,61.0,60.0,5061.0,2571.0,528.0,3258.0,1399.0,6549.0,16774.0,1833.0,38.0,24.0,77.0,14.0,64.0,69.0,110.0,968.0,370.0,112.0,8924.0,142559.0,2932.0,37.0,485.0,75330.0,27.0,6613.0,34.0,137204.0,116.0,86925.0,37.0,6.0,95357.0,414.0,181.0
Blautia_producta,1935.0,2021.0,802.0,203.0,1984.0,7796.0,8418.0,2166.0,1200.0,501.0,1417.0,979.0,3182.0,586.0,1957.0,2412.0,3029.0,1806.0,11518.0,2898.0,2571.0,2932.0,1789.0,2063.0,376.0,2473.0,337.0,14847.0,114.0,7635.0,48.0,4488.0,1513.0,12.0,3398.0,719.0,1630.0
Blautia_pseudococcoides,37.0,66.0,692.0,100.0,14676.0,161466.0,39104.0,162.0,972.0,364.0,54.0,39.0,99.0,13.0,104.0,81.0,105.0,251.0,205.0,130.0,178.0,3041.0,224.0,59.0,126.0,1236.0,112.0,81739.0,7.0,4512.0,32.0,3167.0,49.0,19.0,1907.0,88.0,9815.0
