species,1-MDcol002-5-2.report,11-MDCol002-label-12-on-bottle.report,14-MDCOL003-Stool-1B-Baseline-BSB-2-4-1-4.report,15-MDcol004-3-1-pretreat.report,17-MDCOL006-3-1A.report,19-MDCOL006-3-2A.report,21-MDCOL006-2-pre-chemo-A.report,23-MDcol033-1A.report,25-MDcol036-1A.report,27-MDcol025-1B.report,28-7A-1-1.report,29-7A.report,3-MDcol002-5-1.report,30-8B.report,31-8B.report,33-6-2.report,36-40-1B.report,38-S-Swanson.report,40-MDCol002-7-43.report,42-51-1B.report,45-MDCOL005-1B.report,46-MDCOL015-1a.report,48-MDCOL039-1a.report,5-MDCOL055-Stool-1A-Baseline-BSB-2-4-1-2.report,50-MDCOL027-1a.report,52-MDCOL021-1b.report,54-MDCOL028-1b.report,60-MDcol006-4-1A.report,63-MDcol003-3-2.report,65-MDCOL003-Post-Chemo-Collection-Cycle-1-A.report,66-MDCOL004-1A.report,68-MDCOL003-3-1-Before-Chemo-2-3A.report,7-MDCOL058-Stool-1A-Baseline-BSB-2-4-1-3.report,70-MDCOL004-3-2-Post-Chemo-A.report,72-MDCOL003-4-1-4A-Before-Chemo-6.report,75-MDCOL053-1-1-1-Unknown.report,9-MDCOL062-Stool-1A-Baseline-BSB-2-4-1-3.report
Amycolatopsis_sp._NBC_00345,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Amycolatopsis_sp._NBC_01480,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Amycolatopsis_sp._YIM_10,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Amycolatopsis_sp._cg5,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0
Amygdalobacter_indicium,,,2.0,,,,,,,,,,,,1.0,,,,,,1.0,,28.0,,,1.0,,5.0,,,,1.0,1.0,,,,6.0
Amygdalobacter_nucleatus,,,,3.0,1.0,,,57.0,,2.0,,,,,,,,1.0,,,,2.0,15.0,,2.0,3.0,,1.0,,,,,,,,3.0,5.0
Anaerobutyricum_hallii,30215.0,39907.0,17258.0,50924.0,168.0,529.0,197.0,2511.0,4159.0,106323.0,38637.0,22693.0,53673.0,18321.0,114502.0,70376.0,74451.0,6716.0,77469.0,14175.0,25333.0,10543.0,55154.0,16081.0,60680.0,178140.0,70.0,1717.0,103.0,15907.0,2020.0,8260.0,11719.0,386.0,4600.0,59983.0,82446.0
Anaerococcus_mediterraneensis,,,,,,,1.0,,,,,1.0,,,,3.0,,,1.0,,,2.0,,,,131.0,,,,,,1.0,,,,,
Anaerococcus_nagyae,,,2.0,,,,1.0,,,,,1.0,,,,,,,,,,8.0,,,,13.0,,,,2.0,,3.0,,,,,
Anaerococcus_obesiensis,10.0,4.0,,23.0,,,6.0,,13.0,4.0,,,,,4.0,75.0,,,,,,1037.0,,1.0,1.0,20984.0,,4.0,,10.0,4.0,126.0,,2.0,3.0,,
Anaerococcus_prevotii,,,,,,,1.0,,,1.0,2.0,,,,,1.0,,,,,,1.0,,,,98.0,,,,2.0,,9.0,,,,4.0,
Anaerococcus_sp._Marseille-Q7828,,,,,,2.0,4.0,,,,,,,,,,,,,,1.0,,,,,51.0,,,,,,3.0,,,,,
Anaerococcus_vaginalis,11.0,,,15.0,,,4.0,,3.0,5.0,,1.0,,,4.0,65.0,1.0,,,,,239.0,1.0,1.0,,14971.0,,,,5.0,7.0,116.0,,,4.0,,
Anaerocolumna_cellulosilytica,4.0,,,12.0,84.0,28.0,340.0,4.0,5.0,4.0,,2.0,3.0,,3.0,,1.0,7.0,7.0,,3.0,7.0,11.0,,29.0,,,27.0,,,3.0,,,,3.0,,4.0
Anaerocolumna_chitinilytica,,,5.0,,,,1.0,,1.0,1.0,,2.0,,,,,1.0,1.0,,4.0,1.0,2.0,,2.0,2.0,,,1.0,,,,1.0,,,,,
Anaerocolumna_sedimenticola,,,,1.0,5.0,,121.0,,2.0,,,,2.0,,,,,2.0,,,3.0,1.0,8.0,,23.0,,,,,,,,,,,7.0,
Anaerocolumna_sp._AGMB13020,,,12.0,1.0,,,1.0,,,2.0,,,1.0,,,,,,,,1.0,1.0,6.0,,,2.0,1.0,,,,1.0,1.0,,,,1.0,4.0
Anaerocolumna_sp._AGMB13025,,,,2.0,,,,,2.0,,1.0,,,,,,1.0,2.0,,,1.0,2.0,1.0,,1.0,,,7.0,,12.0,,3.0,,,,,
Anaerocolumna_sp._MB42-C2,,,,6.0,,2.0,,,2.0,,2.0,,,,,3.0,,,,,,20.0,13.0,,5.0,7.0,,5.0,,,,,,,,,3.0
Anaerohalosphaera_lusitana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
Anaerolinea_thermophila,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Anaeromicropila_herbilytica,,,6.0,1.0,1.0,,8.0,,,4.0,1.0,,3.0,,4.0,1.0,1.0,,1.0,1.0,2.0,,1.0,,4.0,,9.0,,,1.0,,1.0,,,,,1.0
Anaeropeptidivorans_aminofermentans,,,,3.0,,,,1.0,,,,,,,,,,36.0,,,,,2.0,,,,,,,,,1.0,,,,,
Anaerostipes_caccae,25.0,64.0,155.0,33.0,142.0,75.0,1040.0,3771.0,690.0,115.0,35.0,20.0,75.0,22.0,61.0,35.0,71.0,129.0,62.0,49.0,2519.0,5074.0,70.0,40.0,30.0,23563.0,86.0,2592.0,,115.0,2.0,93.0,43.0,1.0,459.0,69.0,183.0
Anaerostipes_hadrus,13975.0,7370.0,338.0,20065.0,676.0,2852.0,162.0,739.0,1541.0,150992.0,22794.0,11206.0,31719.0,14419.0,87892.0,70712.0,16095.0,172687.0,36252.0,1777.0,566.0,22025.0,51062.0,7308.0,30804.0,2117.0,41.0,24994.0,141.0,351.0,1118.0,376.0,1273.0,199.0,968.0,31258.0,24233.0
Anaerostipes_rhamnosivorans,3.0,1.0,15.0,,1.0,2.0,56.0,29.0,129.0,14.0,3.0,4.0,8.0,1.0,6.0,1.0,15.0,21.0,6.0,11.0,13.0,18.0,7.0,4.0,32.0,16.0,13.0,62.0,2.0,4.0,,8.0,5.0,,5.0,2.0,5.0
Anaerostipes_sp._PC18,14.0,15.0,141.0,26.0,21.0,253.0,3556.0,42.0,8467.0,60.0,83.0,65.0,130.0,66.0,167.0,40.0,105.0,77.0,48.0,28.0,73.0,143.0,326.0,14.0,43.0,599.0,458.0,3126.0,,159.0,1.0,100.0,16.0,1.0,118.0,46.0,81.0
Anaerotignum_propionicum,,,,11.0,,,5.0,,,6.0,,,,,,,,2.0,1.0,,,,1.0,,,,,13.0,,,10.0,,,4.0,9.0,,9.0
Anaerotignum_sp._MB30-C6,,1.0,19.0,7.0,63.0,7.0,428.0,2.0,,13.0,,1.0,6.0,1.0,2.0,3.0,1.0,4.0,5.0,1.0,11.0,28.0,5.0,,,,,18.0,,2.0,14.0,2.0,,9.0,7.0,,
Anaerotruncus_colihominis,6100.0,13455.0,3998.0,14609.0,411.0,2651.0,1502.0,1483.0,6431.0,4004.0,5664.0,3577.0,11442.0,1962.0,5764.0,6943.0,12326.0,5364.0,19603.0,6586.0,429.0,7623.0,4092.0,6226.0,3017.0,290.0,5.0,23202.0,54.0,2535.0,1073.0,1871.0,4670.0,114.0,939.0,6137.0,12178.0
Anatilimnocola_aggregata,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
Aneurinibacillus_soli,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,
Aneurinibacillus_sp._Ricciae_BoGa-3,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Anoxybacillus_flavithermus,,12.0,22.0,,,,,,,,,,,,,,,,,,,7.0,10.0,,,,,,,,,,,,,2.0,
Anoxybacillus_sp._FSL_W8-1294,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,
Anoxybacter_fermentans,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antarcticibacterium_arcticum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
Antarcticibacterium_sp._1MA-6-2,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apilactobacillus_kunkeei,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Aquella_oligotrophica,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Aquibium_microcysteis,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Aquihabitans_sp._G128,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
Aquipluma_nitroreducens,,,,,,,,,,,,,2.0,,,,,,5.0,,,,,,,,,,,,,,,,,,
Aquipseudomonas_campi,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
Arabiibacter_massiliensis,31.0,79.0,,13.0,61.0,149.0,188.0,4.0,,4.0,32.0,15.0,42.0,6.0,64.0,55.0,44.0,27.0,53.0,7.0,4.0,,4.0,23.0,28.0,1.0,,8.0,,,,,36.0,1.0,60.0,14.0,23.0
Arachidicoccus_ginsenosidivorans,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,
Arachnia_propionica,1.0,,17.0,3.0,,,1.0,19.0,,23.0,,,,,1.0,,,,2.0,2.0,9.0,,18.0,,,10.0,,,,1.0,,,,,1.0,3.0,8.0
Arachnia_rubra,,,,,,,,3.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,,7.0
Arcanobacterium_haemolyticum,,2.0,3.0,,4.0,9.0,10.0,,1.0,1.0,,,10.0,,,,1.0,3.0,3.0,,3.0,,,3.0,,,46.0,3.0,,3.0,,,,,1.0,,
Arcanobacterium_hippocoleae,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,
Arcanobacterium_wilhelmae,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,
Archangium_gephyra,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Archangium_violaceum,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
Arcobacter_sp._FWKO_B,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arcobacter_suis,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arenimonas_daejeonensis,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Aristaeella_hokkaidonensis,,3.0,,11.0,,,,,,3.0,,,3.0,,,2.0,12.0,,2.0,,,,11.0,3.0,37.0,,,2.0,,,,,,,,,11.0
Aristaeella_lactis,38.0,37.0,,77.0,,,,,,12.0,32.0,20.0,59.0,15.0,82.0,43.0,67.0,9.0,4.0,6.0,,9.0,45.0,,78.0,,,,,,8.0,,14.0,,,36.0,105.0
Aromatoleum_bremense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,
Aromatoleum_petrolei,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arsenophonus_apicola,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Arsenophonus_endosymbiont_of_Crataerina_pallida,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,
Arsenophonus_nasoniae,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Arthrobacter_alpinus,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,
Arthrobacter_antioxidans,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthrobacter_sp._ERGS1:01,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthrobacter_sp._NtRootA1,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthrobacter_sp._PAMC25284,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthrobacter_sp._PAMC_25486,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Arthrobacter_sp._StoSoilB20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
Arthrobacter_sp._StoSoilB5,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Arthrobacter_sunyaminii,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Asticcacaulis_sp._AND118,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
Athalassotoga_saccharophila,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Atlantibacter_hermannii,,,4.0,,,,,,,,,,,,,,,,,,,1.0,,,,,3.0,,22.0,,,1.0,,,,,
Atlantibacter_subterranea,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,,2.0,,,,,
Atopobium_sp._oral_taxon_416,,,22.0,,,1.0,,578.0,,1.0,1.0,,,,,,,,,,,,2.0,,,,,1.0,4.0,36.0,,4.0,,,7.0,3.0,8.0
Audreyjarvisvirus_P1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
Aurantiacibacter_sp._MUD11,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Aurantimicrobium_minutum,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aureimonas_mangrovi,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Azospira_oryzae,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,
Azospira_restricta,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Azospirillum_brasilense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Azospirillum_thiophilum,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Bacillus_altitudinis,,,11.0,,1.0,1.0,,,,,,4.0,,,,7.0,4.0,,,,,5.0,8.0,,3.0,,4.0,2.0,,,,,,,,,
Bacillus_amyloliquefaciens,,,,,,,,,,,,,,11.0,,,,,,,,4.0,,,,,2.0,,,,,,,,,,
Bacillus_anthracis,,,,,,,,,,,,,,,,,,56.0,,,,,,,,4.0,16.0,,,,,,,,,,
Bacillus_aquiflavi,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Bacillus_badius,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
Bacillus_cereus,,,,10.0,,,41.0,,,90.0,,,,,,19.0,,,,8.0,42.0,,,17.0,,,,,56.0,,,,,,11.0,11.0,
Bacillus_fonticola,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacillus_gobiensis,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Bacillus_halotolerans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
Bacillus_licheniformis,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,14.0,,,,,13.0,,,,,
Bacillus_mycoides,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,
Bacillus_paralicheniformis,,,,102.0,,,,6.0,,58.0,,,,9.0,,,4.0,20.0,2.0,,,,25.0,,108.0,18.0,,,,,,,,,,9.0,25.0
Bacillus_paranthracis,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,
Bacillus_pumilus,,,,,,,1.0,,2.0,,,,6.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
Bacillus_safensis,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,3.0,,,,,,,,4.0,
Bacillus_siamensis,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Bacillus_sp._FJAT-42376,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Bacillus_sp._NSP9.1,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacillus_sp._WP8,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,
Bacillus_subtilis,,,,,8.0,24.0,,,,,10.0,,,,,,,,,,,,,,,6.0,,,,,,6.0,,,,,
Bacillus_swezeyi,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Bacillus_thuringiensis,,,5.0,,,,,,,,,,,,,,,,,,,1.0,,,,,5.0,,,,,,,,,,5.0
Bacillus_velezensis,,,8.0,,31.0,,15.0,,17.0,2.0,6.0,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,3.0,,
Bacillus_wiedmannii,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Bacteroides_caccae,281.0,203.0,,194999.0,89.0,24.0,143.0,1073.0,368373.0,37142.0,435.0,395.0,216.0,217.0,243.0,79.0,253.0,20.0,291.0,1109.0,143651.0,898.0,32064.0,142.0,28688.0,30.0,,75.0,1102.0,,9631.0,4.0,47.0,2742.0,194.0,15190.0,4130.0
Bacteroides_caecimuris,662.0,478.0,,577.0,142.0,24.0,309.0,150.0,3923.0,1027.0,453.0,385.0,391.0,192.0,53.0,42.0,753.0,73.0,803.0,2107.0,291.0,2.0,1453.0,339.0,770.0,42.0,,115.0,10142.0,,86.0,1.0,129.0,20.0,769.0,184.0,251.0
Bacteroides_cellulosilyticus,80.0,59.0,,79.0,115.0,46.0,57.0,40633.0,602.0,71501.0,234.0,209.0,192.0,100.0,94.0,38.0,73.0,52.0,26.0,205.0,1294.0,9.0,1881.0,44.0,759.0,549.0,197.0,344.0,,,4.0,,7.0,1.0,33.0,10370.0,1980.0
Bacteroides_eggerthii,1027.0,263.0,,87496.0,433.0,133.0,417.0,581.0,5792.0,19702.0,2142.0,1923.0,1996.0,1055.0,788.0,483.0,612.0,85.0,30.0,608.0,4347.0,131.0,19792.0,722.0,110242.0,46.0,12.0,1286.0,1.0,,18862.0,,64.0,2542.0,595.0,408.0,544.0
Bacteroides_faecis,2689.0,1534.0,4.0,1945.0,7135.0,1317.0,12241.0,347196.0,9330.0,174383.0,3499.0,2960.0,2962.0,2554.0,1857.0,642.0,2735.0,178.0,1797.0,2673.0,22104.0,5.0,135147.0,1690.0,831.0,36.0,3.0,6075.0,831.0,2.0,389.0,2.0,457.0,158.0,255.0,914.0,845.0
Bacteroides_faecium,2324.0,3908.0,,1342.0,107.0,24.0,136.0,56.0,2715.0,617.0,1914.0,1385.0,2795.0,301.0,177.0,269.0,1880.0,594.0,6258.0,106577.0,46.0,27.0,218.0,2755.0,3032.0,,1.0,88.0,1.0,,69.0,,768.0,19.0,270.0,102.0,47.0
Bacteroides_finegoldii,993.0,558.0,,154.0,505.0,82.0,815.0,718.0,4213.0,80514.0,1599.0,1253.0,1549.0,1027.0,855.0,253.0,1466.0,12.0,151.0,2530.0,2533.0,179.0,25864.0,1201.0,4478.0,77.0,1.0,461.0,79.0,,43.0,,260.0,12.0,231.0,608.0,479.0
Bacteroides_fragilis,50483.0,33671.0,4.0,19912.0,9716.0,2291.0,22516.0,39901.0,401901.0,17448.0,40780.0,38708.0,70593.0,25201.0,28595.0,1903.0,63792.0,3643.0,18778.0,37855.0,111102.0,923884.0,8419.0,27925.0,2850.0,2644.0,263.0,36722.0,1217.0,,4667.0,10.0,29256.0,205.0,4427.0,1513.0,16207.0
Bacteroides_graminisolvens,,3.0,,2.0,,,1.0,7.0,,2.0,1.0,1.0,1.0,,,1.0,,3.0,,,4.0,,3.0,,2.0,,,3.0,,,1.0,,3.0,,,,1.0
Bacteroides_helcogenes,11.0,4.0,,4.0,4.0,1.0,37.0,57.0,1034.0,481.0,22.0,18.0,22.0,10.0,13.0,1.0,7.0,,2.0,11.0,83.0,132.0,232.0,5.0,49.0,14.0,,4.0,,,,,,,128.0,8.0,51.0
Bacteroides_heparinolyticus,5.0,2.0,,3.0,4.0,,1.0,86.0,49.0,113.0,9.0,5.0,5.0,4.0,3.0,2.0,4.0,,,3.0,,,13.0,4.0,2.0,,,5.0,,,11.0,,2.0,,15.0,79.0,16.0
Bacteroides_humanifaecis,20986.0,8519.0,,13106.0,3601.0,1524.0,2484.0,1303.0,857.0,38374.0,37681.0,32792.0,30240.0,18632.0,13152.0,6993.0,14234.0,1825.0,14712.0,18205.0,2876.0,1.0,19593.0,10281.0,464.0,410.0,8.0,17954.0,777.0,,944.0,8.0,1621.0,177.0,16107.0,1858.0,4290.0
Bacteroides_intestinalis,213.0,66.0,,148.0,,6.0,,233.0,2006.0,409.0,382.0,392.0,386.0,198.0,137.0,63.0,124.0,1.0,7.0,136.0,65.0,95.0,560.0,143.0,16238.0,8.0,,3.0,,,22.0,,15.0,1.0,259.0,126.0,358.0
Bacteroides_luhongzhouii,483.0,384.0,,79.0,424.0,68.0,593.0,443.0,8968.0,1027.0,542.0,419.0,630.0,277.0,214.0,98.0,1082.0,7.0,107.0,1444.0,58.0,,409.0,774.0,63.0,20.0,,326.0,,,21.0,,186.0,10.0,251.0,286.0,55.0
Bacteroides_nordii,7.0,20.0,,23.0,2.0,,7.0,100.0,444.0,2107.0,13.0,13.0,19.0,2.0,7.0,4.0,16.0,98.0,22.0,41.0,189.0,1.0,2985.0,14.0,38.0,,,3.0,1.0,,,,6.0,,17.0,1363.0,128.0
Bacteroides_ovatus,521396.0,376938.0,57.0,15422.0,907637.0,152674.0,1528034.0,500204.0,103605.0,59316.0,519010.0,398670.0,645470.0,256818.0,211354.0,100945.0,1136621.0,2775.0,27375.0,379144.0,2428.0,7817.0,61762.0,768637.0,20554.0,28382.0,506.0,652936.0,12095.0,12.0,3655.0,16.0,198210.0,2266.0,10829.0,41213.0,37223.0
Bacteroides_salyersiae,547.0,300.0,,3236.0,83.0,10.0,91.0,510.0,659.0,88947.0,1089.0,920.0,872.0,514.0,457.0,235.0,587.0,1940.0,551.0,635.0,293.0,230.0,2374.0,310.0,219.0,163.0,6.0,170.0,286.0,,202.0,,69.0,76.0,998.0,421.0,4028.0
Bacteroides_sedimenti,,,,1.0,,,,,,,1.0,,,1.0,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,1.0,,,3.0
Bacteroides_sp._2_2_4,,,,,,,,,,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacteroides_sp._A1C1,10241.0,3155.0,,10120.0,6040.0,2023.0,4287.0,2999.0,3968.0,92074.0,21510.0,19251.0,18394.0,10974.0,8902.0,4617.0,6431.0,,53.0,7471.0,1839.0,98.0,15997.0,6426.0,846.0,282.0,,25597.0,3001.0,,640.0,,752.0,115.0,5510.0,918.0,1717.0
Bacteroides_sp._BFG-257,,,,,,,47.0,,,279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacteroides_sp._BFG-637,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,
Bacteroides_sp._CACC_737,1809.0,493.0,,4761.0,2368.0,856.0,1836.0,3090.0,1089.0,12729.0,3482.0,3623.0,3415.0,1825.0,1414.0,733.0,1154.0,,,1300.0,1174.0,,25136.0,1307.0,297.0,148.0,133.0,13206.0,,,439.0,,134.0,122.0,5030.0,2212.0,9563.0
Bacteroides_sp._D2,1210.0,1028.0,,169.0,1218.0,170.0,1986.0,1144.0,3108.0,1489.0,1134.0,866.0,1521.0,498.0,462.0,214.0,2618.0,130.0,561.0,5530.0,10.0,,1392.0,1775.0,313.0,802.0,,781.0,7.0,,12.0,,500.0,50.0,96.0,1776.0,414.0
Bacteroides_sp._DH3716P,5446.0,4052.0,,9524.0,999.0,216.0,1773.0,2242.0,47306.0,9888.0,6246.0,4668.0,7122.0,2599.0,2319.0,1158.0,12570.0,134.0,404.0,4121.0,651.0,,2391.0,7660.0,891.0,892.0,23.0,678.0,16136.0,,640.0,,2435.0,154.0,3449.0,2623.0,2874.0
Bacteroides_sp._HF-162,9713.0,2815.0,,6733.0,8119.0,3009.0,6321.0,1803.0,2403.0,28621.0,19880.0,17730.0,17041.0,9293.0,7746.0,4245.0,5741.0,91.0,147.0,7197.0,1049.0,2.0,11661.0,6472.0,239.0,270.0,,47686.0,2176.0,,725.0,,581.0,126.0,5644.0,695.0,492.0
Bacteroides_sp._M10,1057.0,915.0,,76.0,2476.0,378.0,4376.0,1873.0,4477.0,1209.0,911.0,736.0,1176.0,501.0,405.0,208.0,2087.0,15.0,571.0,5869.0,146.0,3.0,660.0,1604.0,357.0,834.0,,1918.0,7.0,,19.0,,418.0,18.0,52.0,806.0,370.0
Bacteroides_sp._MSB163,246.0,110.0,,419.0,34.0,9.0,29.0,938.0,197.0,1109.0,369.0,325.0,403.0,238.0,199.0,84.0,187.0,18.0,79.0,249.0,52.0,8.0,8678.0,192.0,642.0,31.0,,37.0,85.0,,89.0,1.0,38.0,16.0,1008.0,290.0,1326.0
Bacteroides_sp._PHL_2737,,,,,,,,372.0,,1398.0,,,,,,,,,,,,65.0,,,,,270.0,,,,,,,,,1288.0,282.0
Bacteroides_sp._ZJ-18,192.0,77.0,,259.0,322.0,37.0,430.0,37.0,422.0,8.0,318.0,332.0,269.0,125.0,162.0,66.0,217.0,37.0,,63.0,863.0,1959.0,42.0,79.0,56.0,,,443.0,,,68.0,,32.0,35.0,55.0,,107.0
Bacteroides_stercoris,477.0,143.0,,1428.0,105.0,49.0,151.0,1067.0,299628.0,603332.0,1108.0,1019.0,944.0,548.0,423.0,193.0,348.0,21.0,5.0,305.0,68939.0,18.0,534708.0,324.0,49893.0,1337.0,39.0,155.0,3983.0,,216.0,2.0,27.0,52.0,245.0,17250.0,234.0
Bacteroides_thetaiotaomicron,23421.0,15145.0,16.0,28149.0,8623.0,2783.0,8127.0,20403.0,15507.0,18344.0,26069.0,21696.0,20713.0,100172.0,78725.0,4014.0,23988.0,2444.0,19599.0,20730.0,9973.0,292.0,12419.0,11967.0,18040.0,3760.0,104.0,38979.0,705965.0,,18717.0,1996.0,4256.0,10392.0,87808.0,10566.0,25705.0
Bacteroides_uniformis,533218.0,150549.0,77.0,344511.0,365572.0,137716.0,269836.0,281737.0,2402.0,256024.0,1072065.0,996943.0,958910.0,562273.0,429147.0,233298.0,320222.0,1565.0,6423.0,343450.0,42281.0,119.0,684655.0,345508.0,31618.0,13642.0,639.0,1858496.0,2455.0,10.0,23872.0,28.0,33951.0,3868.0,345973.0,12830.0,37210.0
Bacteroides_xylanisolvens,7744.0,5683.0,3.0,13732.0,5168.0,866.0,8014.0,60717.0,949661.0,84344.0,8385.0,6561.0,10178.0,4791.0,3757.0,1700.0,16729.0,292.0,997.0,8777.0,5849.0,143.0,24046.0,11596.0,8639.0,1144.0,21.0,3659.0,1377.0,,3161.0,12.0,3041.0,3532.0,60586.0,5754.0,9208.0
Bacteroides_zhangwenhongii,134.0,229.0,,3626.0,58.0,7.0,90.0,67.0,1984.0,7703.0,151.0,100.0,192.0,33.0,25.0,13.0,222.0,85.0,524.0,5797.0,71.0,42.0,2695.0,174.0,318.0,62.0,,65.0,19.0,,512.0,1.0,54.0,143.0,79.0,49.0,146.0
Bacteroides_zoogleoformans,1.0,1.0,1.0,25.0,,,2.0,4.0,,13.0,2.0,,3.0,1.0,,,2.0,5.0,,12.0,,1.0,147.0,,17.0,,,3.0,,,5.0,,,1.0,41.0,3.0,26.0
Barnesiella_sp._An22,956.0,617.0,,400.0,2709.0,1112.0,1830.0,1155.0,564.0,80.0,1020.0,843.0,704.0,412.0,195.0,121.0,1003.0,128.0,938.0,1030.0,2345.0,4.0,640.0,378.0,3343.0,2.0,,11775.0,,,24.0,,95.0,7.0,37.0,847.0,213.0
